"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,1.00739037614013,0.0806164684761937,3.41972872339855,0.002
"Residual",39,11.488696281856,0.919383531523806,NA,NA
"Total",40,12.4960866579961,1,NA,NA
