"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.0664932316788708,0.0119144663666779,0.265278916798903,0.999
"Residual",22,5.51438883491854,0.988085533633322,NA,NA
"Total",23,5.58088206659741,1,NA,NA
