"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,1.07011055231306,0.0842548449981353,3.77228165069191,0.001
"Residual",41,11.6307679827639,0.915745155001865,NA,NA
"Total",42,12.700878535077,1,NA,NA
