"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.580819082633366,0.084270904550297,2.66875459576663,0.003
"Residual",29,6.31146581371191,0.915729095449703,NA,NA
"Total",30,6.89228489634528,1,NA,NA
