"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.5658822032441,0.11127845470503,2.12860117997662,0.019
"Residual",17,4.5193987232758,0.888721545294969,NA,NA
"Total",18,5.0852809265199,1,NA,NA
