"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.0945033779624502,0.0234403621190277,0.384048018529879,0.972
"Residual",16,3.93714841489689,0.976559637880972,NA,NA
"Total",17,4.03165179285934,1,NA,NA
