"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.148540211647319,0.0276098952297196,0.596270773406407,0.873
"Residual",21,5.23142267526103,0.97239010477028,NA,NA
"Total",22,5.37996288690834,1,NA,NA
