"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.962519570079672,0.112853060458331,4.0706874743121,0.001
"Residual",32,7.56644336783788,0.887146939541669,NA,NA
"Total",33,8.52896293791755,1,NA,NA
