"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.390224296007163,0.0501939801805774,1.63824333930178,0.062
"Residual",31,7.38410032625423,0.949806019819423,NA,NA
"Total",32,7.77432462226139,1,NA,NA
