"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,1.22940487811634,0.102169645997021,4.32425405376072,0.001
"Residual",38,10.8035709252078,0.897830354002979,NA,NA
"Total",39,12.0329758033241,1,NA,NA
