"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.758705293645961,0.0999167397503334,3.55226656601056,0.001
"Residual",32,6.83466990596297,0.900083260249667,NA,NA
"Total",33,7.59337519960893,1,NA,NA
