"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.392878163591279,0.0514581480104685,1.57324243434654,0.085
"Residual",29,7.24202862534626,0.948541851989531,NA,NA
"Total",30,7.63490678893754,1,NA,NA
