"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.0610624104519675,0.0130557936007645,0.251341541706341,1
"Residual",19,4.6159731125661,0.986944206399236,NA,NA
"Total",20,4.67703552301807,1,NA,NA
