"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.208803633131462,0.0284184532187297,0.935989887840138,0.517
"Residual",32,7.13866287126808,0.97158154678127,NA,NA
"Total",33,7.34746650439954,1,NA,NA
