"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.557100851706547,0.12682920257257,2.17876965674252,0.009
"Residual",15,3.83542737055188,0.87317079742743,NA,NA
"Total",16,4.39252822225843,1,NA,NA
