"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.417596864020098,0.127121338989732,1.74761525973293,0.048
"Residual",12,2.8674288235541,0.872878661010268,NA,NA
"Total",13,3.2850256875742,1,NA,NA
