"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,1.21617928833217,0.103923363530895,4.29111115517371,0.001
"Residual",37,10.4864758895924,0.896076636469105,NA,NA
"Total",38,11.7026551779246,1,NA,NA
