"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.873886514055853,0.0688804826682284,3.10699133485651,0.003
"Residual",42,11.8131110243476,0.931119517331772,NA,NA
"Total",43,12.6869975384034,1,NA,NA
