"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.166776993305633,0.103018477612676,0.689101001803189,0.765
"Residual",6,1.4521266943675,0.896981522387324,NA,NA
"Total",7,1.61890368767313,1,NA,NA
