"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,1.22411355050075,0.120227476146887,5.05632592156009,0.001
"Residual",37,8.95753202446907,0.879772523853113,NA,NA
"Total",38,10.1816455749698,1,NA,NA
