"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.0735309989612191,0.00641675272749663,0.297076894437503,0.996
"Residual",46,11.3856917705448,0.993583247272503,NA,NA
"Total",47,11.459222769506,1,NA,NA
