"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.116297796629732,0.0716557084407112,0.463119399293263,0.973
"Residual",6,1.50671032317636,0.928344291559289,NA,NA
"Total",7,1.62300811980609,1,NA,NA
