"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.140236368275259,0.0175636934256129,0.64359690199844,0.854
"Residual",36,7.84421000510278,0.982436306574387,NA,NA
"Total",37,7.98444637337804,1,NA,NA
