"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,1.13892667554514,0.112497810683691,4.69003800261395,0.001
"Residual",37,8.98506301477378,0.887502189316309,NA,NA
"Total",38,10.1239896903189,1,NA,NA
