"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.0937418009009735,0.0293378542778175,0.936961935335064,0.429
"Residual",31,3.10150894965757,0.970662145722183,NA,NA
"Total",32,3.19525075055854,1,NA,NA
