"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.114561040623063,0.0363838157176834,1.28375773941839,0.22
"Residual",34,3.03412027174911,0.963616184282317,NA,NA
"Total",35,3.14868131237217,1,NA,NA
