"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.136216002777103,0.0558643538140223,1.30173644949573,0.189
"Residual",22,2.30211888301749,0.944135646185978,NA,NA
"Total",23,2.43833488579459,1,NA,NA
