"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.259650403701404,0.155741355807199,2.029182556392,0.065
"Residual",11,1.40753942109272,0.844258644192801,NA,NA
"Total",12,1.66718982479412,1,NA,NA
