"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.227468413435854,0.162387797201023,1.35708932678953,0.209
"Residual",7,1.17330441159525,0.837612202798977,NA,NA
"Total",8,1.4007728250311,1,NA,NA
