"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.246635331253242,0.195924701880862,1.94931695913715,0.119
"Residual",8,1.01219180430221,0.804075298119138,NA,NA
"Total",9,1.25882713555546,1,NA,NA
