"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.120013423326011,0.0525913652348044,0.999193525886636,0.412
"Residual",18,2.16198520496949,0.947408634765196,NA,NA
"Total",19,2.2819986282955,1,NA,NA
