"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.26345604245895,0.126930719349954,1.88999818012245,0.048
"Residual",13,1.81213325387671,0.873069280650046,NA,NA
"Total",14,2.07558929633566,1,NA,NA
