"","Df","SumOfSqs","R2","F","Pr(>F)"
"timepoint",1,0.047318305629827,0.0145208789024027,0.456780094410446,0.902
"Residual",31,3.21132092329436,0.985479121097597,NA,NA
"Total",32,3.25863922892419,1,NA,NA
