SampleID	stool	Unknown
A_i09_M05	0.0	0.0
A_i01_M05	0.0	0.0
A_i27_M05	0.0	0.0
A_i06_M05	0.0	0.0
A_i23_M05	0.0	0.0
A_i19_M05	0.0	0.0
A_i14_M05	0.0	0.0
A_i28_M05	0.0	0.0
A_i18_M05	0.0	0.0
A_i24_M05	0.0	0.0
A_i32_M05	0.0	0.0
A_i10_M05	0.0	0.0
A_i07_M05	0.0	0.0
A_i21_M05	0.0	0.0
A_i30_M05	0.0	0.0
A_i11_M05	0.0	0.0
A_i15_M05	0.0	0.0
A_i26_M05	0.0	0.0
