featureid	rab.all	rab.win.S_M01	rab.win.S_M02	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Bifidobacterium	11.5086501558911	11.4748839655153	11.5457671505027	0.0165884627388939	1.60694822692908	0.00460848806027562	0.497136907925146	0.643055129795318	0.945908585963061	0.769124796519974	0.966781586523118
Escherichia-Shigella	4.91207012401535	4.33831578796496	7.71626475757409	0.337211530831904	8.11738562719561	0.0360564455643536	0.47239583395925	0.586803381249042	0.938755274540853	0.6843631637471	0.960438362913117
Bacteroides	2.0975798294553	2.01969959218619	2.1904525084309	0.0159355536286512	8.05317367988777	0.0018426244923215	0.498437500035322	0.733495614306301	0.951210859640313	0.740741945608172	0.965815132658592
Enterococcus	3.58737609049706	3.673472077724	3.52062492444167	0.197711362764475	6.88416947092668	0.0239049315064129	0.487766788407598	0.757754809067105	0.952919524397482	0.790029377765923	0.970039156968964
[Ruminococcus]_gnavus_group	0.695639015007312	0.208259224042632	1.31248597410931	1.28896983772686	6.89464929184199	0.17967262191741	0.401353464056544	0.301025279560303	0.881230087139925	0.264957980139738	0.866542542611616
Streptococcus	9.7888975721148	10.0300600798539	9.26509635334237	-0.502492700644976	2.19189319602251	-0.224922732888672	0.410723583550423	0.219706593985159	0.895324754830412	0.227785395691159	0.915968398678321
Staphylococcus	6.12017720479504	7.25878630319164	4.93940485694935	-2.40826662730663	4.68238542271063	-0.465291691596982	0.275520839688866	0.00628420958608808	0.311403316374095	0.00400426415245657	0.262678840433495
unclassified_Enterobacteriaceae	6.06357200503083	6.31715173051423	5.86418141396823	0.655391688401187	8.07781182495011	0.0762684224593689	0.446642374982471	0.516628636203141	0.934157946027114	0.486087799833249	0.944145403010664
Veillonella	6.08244818774177	5.68844946338396	6.43098838490804	0.410278300606124	4.64301399124442	0.0801755654951152	0.462779803031554	0.651254198114722	0.941634158618294	0.607819226962571	0.953711399177693
Haemophilus	4.57783052177651	4.60888353549265	4.55564747566815	-0.825162890561124	6.1709352181629	-0.118177443356651	0.449245185957666	0.528928605647157	0.931940860079635	0.556257824820506	0.951497921600557
Clostridium_sensu_stricto_1	4.22129252883178	3.68035011780447	5.20172117891677	0.287927105022443	8.05193750195253	0.0324202297535081	0.485684539625985	0.766430307395236	0.955659373416104	0.838507703855928	0.973842133117092
Erysipelatoclostridium	-0.0024613036006027	-0.112826922534472	0.116675895881793	0.530995038295237	5.43178320217523	0.0820511266355811	0.456533056689205	0.393055025290037	0.897012445713266	0.522718130235043	0.920436114082323
Lactobacillus	3.84013255905704	3.56533450427535	4.85204761743254	0.933087355250521	7.10472691386862	0.126025752357664	0.453125001069034	0.58870151409609	0.939783922610411	0.544938304728303	0.949907415643384
Lachnoclostridium	-0.130206699558648	-0.0937064270628305	-0.162380654738538	-0.0820706779048228	5.70433652092031	-0.0117374836143462	0.49114583353355	0.632469538906163	0.937176312096614	0.597905003195715	0.950819349571271
Megasphaera	-0.445334066704029	-0.297586032500182	-0.618236883776173	-0.22947859636892	4.16011575115828	-0.0425178279550024	0.476562500530986	0.472904941729537	0.895398709691355	0.462678586225334	0.897684903000076
Sutterella	-0.0437443953374776	-0.0146851354467161	-0.0751689110560445	-0.0807575127032845	5.907449201424	-0.0119847743394054	0.492708333498201	0.608709056225723	0.932348832445559	0.581881298525752	0.946741301926539
Intestinibacter	-0.248915948803999	-0.379567994446955	-0.074082574895237	0.443929670365736	4.9784725332155	0.0818384785311646	0.458854167603135	0.460561379133989	0.891014201407258	0.469060866032072	0.913038631352404
Parabacteroides	-0.0558316907698382	-0.0893027690941448	-0.0295390803669857	0.106096774989749	7.54273214589214	0.0119125710122499	0.495054659143442	0.700481000899594	0.951646724275107	0.630002916355147	0.955831550505725
unclassified_Erysipelotrichaceae	-0.593165980052747	-0.686085691818566	-0.543270368526446	0.103767719019642	4.49358994534307	0.0170513580602797	0.49114583353355	0.539538801318791	0.916825201920476	0.548451097178274	0.936191773523889
Tyzzerella	-0.301106828975728	-0.418446412776242	-0.214348798233893	0.244866419732599	5.67522161690007	0.0367074899631503	0.479958355476736	0.624642127530298	0.934140883966562	0.550005639941678	0.937267396045889
Flavonifractor	-0.632730014799105	-0.750913612194223	-0.472950831681506	0.483664204142469	4.71186347829058	0.084383890495701	0.448437501178131	0.396099179101372	0.863583206872599	0.442057819923862	0.894249533181818
Gemella	2.57358445219724	2.68497783794196	2.46166856321633	-0.442770610838925	5.24308108787605	-0.0729579252678732	0.468505987179416	0.593061903003521	0.935907634585564	0.651660715521152	0.960041560547127
Romboutsia	-0.612496393280717	-0.574133725163961	-0.631508446922816	-0.073381744338965	4.48329762163393	-0.0189147857950024	0.490890161580072	0.496858803540138	0.918008116716299	0.527008469006204	0.927397006974578
Hungatella	-0.628241393779632	-0.596074838383872	-0.656244289224765	-0.0816793028202119	4.57650261649408	-0.0137419595983143	0.492708333498201	0.539213871662334	0.913730118057986	0.523225733587476	0.919284507954964
[Clostridium]_innocuum_group	-0.59486201188653	-0.439440675142746	-0.745536244439232	-0.370318356423514	4.77926579106565	-0.0660825438386673	0.466145834102152	0.467722636096536	0.8938704458725	0.488979415421495	0.914237083378769
Rothia	4.65070139341524	4.47774142176027	4.83568071235758	0.503966172126839	5.61334684730048	0.0826080740465681	0.451847996933054	0.478799802641218	0.918759973305343	0.553689091772101	0.94918515952763
Neisseria	-0.585504365755068	-0.718471518444093	-0.450123034897486	0.301258974217834	4.31992663914626	0.0579213356456102	0.4700676737653	0.475076958257003	0.909147512033355	0.489213869390769	0.919594962652554
Corynebacterium	0.718043578769436	0.881303525137732	0.596886407315852	-0.298075612319676	4.19011764207788	-0.0614322820972621	0.469270834030619	0.516539199779448	0.917535311063144	0.544548038208023	0.935073736275364
Anaerococcus	-0.421956163007716	-0.381828397639762	-0.492406892707186	-0.16642283419003	4.40819533941807	-0.0345109578830089	0.482291667067477	0.502515368103918	0.911877742396225	0.518925596119472	0.91946681824555
Phascolarctobacterium	-0.593298927846327	-0.584627206640862	-0.600163254840125	-0.0416558102123634	4.6331227613908	-0.00589980546193259	0.498437500035322	0.589947690327141	0.930553890070254	0.554570039706523	0.931790848074921
unclassified_Pasteurellaceae	0.094595892879485	0.171914391248983	-0.00695302970638156	-0.193083240901202	5.57031533999093	-0.0350797255468107	0.482561166453629	0.537100177180332	0.915722018628894	0.545469421998414	0.933739895470305
Epulopiscium	-0.615387173005043	-0.582397415603187	-0.643373592058662	0.0104280661018112	4.46505642319154	0.00189662816999546	0.499219156706857	0.534043891058414	0.92079475958704	0.568100049830647	0.941292937198274
Eggerthella	0.308812676197786	0.113584364717319	0.509863497954618	0.365889273153973	4.67012650902567	0.0740956870462214	0.470833333994915	0.508811902849138	0.91206384340934	0.530383847409258	0.931550242623551
Incertae_Sedis	-0.702255053055599	-0.736531423443467	-0.678495565612931	0.21439531332103	4.44256026879249	0.0449336895563032	0.475793857913864	0.503820848168397	0.912798453951527	0.537501538533876	0.928825408096764
Granulicatella	-0.403186950563187	-0.526745143288614	-0.27959648876588	0.411573994965313	4.38859735810041	0.0763374282771457	0.46197916753115	0.481188254337327	0.901815797021748	0.483647931660473	0.919352502590102
[Ruminococcus]_torques_group	-0.631810085213306	-0.616865796235619	-0.649526821049508	-0.0708003386314111	4.21696279770105	-0.0131790171638283	0.49349297255717	0.449977976590128	0.897635295227343	0.475284537186658	0.916204377741808
Actinobaculum	-0.654479199879839	-0.570593890948487	-0.718590734562966	-0.0580579843107776	4.80376666576923	-0.0156418224389908	0.494013534752593	0.536279105420663	0.908999351774791	0.523683542799401	0.914050534880477
Akkermansia	-0.670662698628036	-0.692593558467645	-0.632895336214351	0.0331313005438778	4.13558480845857	0.00805231505251633	0.496095783534293	0.484414367148786	0.90391905016653	0.515733250891673	0.910674228635258
unclassified_Enterobacterales	-0.412980757995925	-0.581043390363822	-0.243584798091846	0.320336350709503	5.11348956656601	0.0561437945962255	0.463020834173868	0.464655276646967	0.902807238917157	0.458421503101875	0.899030249225371
unclassified_Lachnospiraceae	-0.52052373724323	-0.627855173631109	-0.413612385565121	0.358417968110587	4.63621086706875	0.068561972842067	0.469791667352046	0.499579901077942	0.904117811263283	0.49936494918826	0.911526514135055
Anaerostipes	-0.651327611366459	-0.69039634847364	-0.60074005417016	0.223215303175168	4.40534750226633	0.0483188071924637	0.475000000566557	0.498973174101378	0.915595498704273	0.515776138008202	0.930965286061827
Blautia	-0.518018420220595	-0.351997606898358	-0.65655507639817	-0.19277575689962	4.28024557329422	-0.0394230275705007	0.477876106695274	0.519225641303741	0.910445200422463	0.509603019604877	0.922587127154488
Actinomyces	0.752370647779447	0.813947849057578	0.661412997924976	-0.300521544628302	5.56502455603358	-0.0441084417027576	0.476041667209506	0.572835523027089	0.931787004368384	0.600163469456898	0.950562453505448
Acinetobacter	-0.648804585088065	-0.711276060913615	-0.591460393362588	0.170074331218826	4.09789983384298	0.0333501892633062	0.479958355476736	0.511617681274033	0.911121564826812	0.503625423326422	0.933864253682382
Faecalibacterium	-0.63558113883057	-0.566125319433062	-0.701161534363714	-0.138755984102239	4.14933413733211	-0.0275132025770619	0.48464341523519	0.550873314466665	0.919533345121829	0.511306971376281	0.923776021635997
Finegoldia	0.483476339809142	1.03414886575562	-0.00320558824444817	-1.30792945535464	5.34094539119022	-0.228178935026537	0.376041669652327	0.170497431791832	0.777564196590782	0.175509359743428	0.778055023218361
Terrisporobacter	-0.607535930033642	-0.584329222029928	-0.621570568930635	-0.0606624100452153	4.47318723940787	-0.0121725930677608	0.492972410361748	0.539823120052717	0.917670438728809	0.519282889616936	0.927801632524084
Collinsella	-0.377962157098331	-0.383812864275873	-0.367801909153708	-0.135112235380888	5.11667512077943	-0.0200604015773657	0.489328474993828	0.575719433441733	0.925359411166897	0.535777034285289	0.928521374584199
unclassified_Ruminococcaceae	-0.707434355721538	-0.754627488655331	-0.631963758625622	0.194738661032019	4.22684704934808	0.04050979582884	0.478917231085999	0.524258806182277	0.915852709128422	0.538064766472779	0.926561079445903
Ruminococcaceae_UBA1819	-0.626249745780251	-0.738533723014672	-0.516301123540497	0.274874148776649	4.37222746703927	0.0562298640583353	0.471875000637801	0.459347689551392	0.910051814435939	0.483902460367223	0.927830586068591
Negativicoccus	-0.0549965694248193	-0.114035245323568	0.00577934842501371	0.108322200911299	4.79362624412459	0.0174218115368386	0.489062500247367	0.501372438784058	0.912357891943592	0.532484463138623	0.934423447629067
Fusobacterium	-0.670097313812785	-0.605872190579771	-0.705294515955869	-0.210956754470804	4.36136158280299	-0.0405375360965576	0.478396668890635	0.507770012419486	0.920678039734311	0.527382520687307	0.924313556014453
Varibaculum	-0.286575061502843	-0.369250730999306	-0.194390101634833	0.202703478324229	4.71102470424219	0.0354514602375585	0.479687500459936	0.542518526522143	0.92406038367148	0.54676433799645	0.939992696199868
Anaeroglobus	-0.660731025334062	-0.744405107484409	-0.583517787531747	0.200946064785959	4.4978184247199	0.0407785323539626	0.480999479867485	0.47754606739596	0.896770908202228	0.497618581024083	0.904139464993522
Peptoniphilus	-0.202695191960374	0.108719099603288	-0.530844459702128	-0.730192782622694	4.82361584610155	-0.126175367765244	0.426861011578426	0.373327816837471	0.849680036761114	0.412986571466835	0.871140007549161
Coprobacter	-0.670149862688935	-0.696330323254363	-0.638763951866363	-0.029224790724224	4.5989744860006	-0.00499253180419535	0.496616345729719	0.579764622793928	0.926252053709223	0.53298927554793	0.934287249999691
Roseburia	-0.733055010734612	-0.787769558131576	-0.671528056185709	0.247553865115559	4.45338373133395	0.048873598871924	0.476041667209506	0.530923156349932	0.92056425111438	0.521956548666168	0.926984713233108
Cronobacter	-0.663877680547205	-0.757694073119265	-0.5706482481777	0.242986326051203	4.22461364601398	0.0481390612687695	0.475000000566557	0.467307405923255	0.893901441812487	0.474428351536522	0.899754096702927
Dolosigranulum	0.294464389273523	0.195281814611252	0.398970341649642	0.100195716714267	4.4917373209525	0.0181966007728645	0.489062500247367	0.561940974301972	0.920610342543116	0.564879828406665	0.93949461615373
Atopobium	-0.271944113765773	-0.618089732894247	0.136612115355272	0.910523098328343	4.43826918727883	0.173072874561672	0.419052578660087	0.361738330149621	0.836743057681197	0.339502202965313	0.838179881718312
unclassified_Planococcaceae	-0.657650390746905	-0.683441023310519	-0.641661765352013	0.023037123603439	4.51256282364262	0.00487118875175591	0.497657470120573	0.514974122370528	0.911939700928052	0.501966181479336	0.903170249787655
unclassified_Yersiniaceae	-0.732528325627865	-0.670461516056474	-0.781696234687796	-0.0117660445837942	4.25312460335058	-0.00223580811023893	0.497916666713763	0.505023269033125	0.922186423337222	0.505266220704089	0.928217604483186
Prevotella	-0.540725263504098	-0.581562809725352	-0.506984054363895	0.00125815869135071	4.36125346865912	0.000128873929140003	0.5	0.506645783680466	0.916727990235232	0.517400245417059	0.925846859716616
unclassified_Bacteria	-0.732093952251805	-0.736621043335901	-0.729038969737596	-0.00459060346023676	4.13352635510618	-0.0010284679314165	0.499739718902286	0.506932900700357	0.907850947914928	0.516878906790946	0.917987018025159
Clostridium_sensu_stricto_13	-0.643836313611182	-0.586763715374196	-0.686528278610341	-0.0856819608569799	4.3610283908566	-0.0175586037516672	0.492708333498201	0.48200804855065	0.905974417116203	0.52024813304483	0.912226091565965
Hafnia-Obesumbacterium	-0.674833152811275	-0.573631554866681	-0.786122277500416	-0.210538794535378	4.32029208246102	-0.0464294035686958	0.468229167387777	0.51168575084689	0.912843784685256	0.513342364029503	0.916328870339403
Scardovia	-0.466299755191518	-0.439004309043344	-0.485458101554311	-0.153819220590416	4.66881216118188	-0.0305950467114937	0.484895833675084	0.531765520207173	0.92158280988675	0.541544811075063	0.934020834997206
unclassified_Bacillales	-0.68778232365457	-0.673412543402437	-0.696203946538478	-0.095490869941913	4.42745781671053	-0.0200809942145486	0.48697916696121	0.494222713199049	0.916824973371328	0.50107276250061	0.917500893997751
Megamonas	-0.720982710141896	-0.755116156529167	-0.687249908158989	-0.0327707922077396	4.58388336338414	-0.00409163848599009	0.498178032316001	0.560809027504658	0.913521459148918	0.55139363844486	0.92864168382777
Dialister	-0.694325977296721	-0.673550764044473	-0.731822773513416	-0.0262948824232154	4.34849801230524	-0.0037489548516468	0.498698594511429	0.504564535303381	0.922169281801623	0.536842907270621	0.93870808803262
Dermabacter	-0.566833493462428	-0.463325720215582	-0.663337702536302	-0.229776896097928	4.59024504719938	-0.0444812560852483	0.474479167245088	0.502170744446603	0.898323039285939	0.518701499365515	0.920087818405529
[Eubacterium]_fissicatena_group	-0.627759385036555	-0.658880706523306	-0.608321309819997	0.0305064930850278	4.30438286078702	0.00553962905396282	0.497395833392204	0.536416658576263	0.919363204883757	0.534299716118719	0.929844320059204
Faecalitalea	-0.611435443142915	-0.566043206866454	-0.647895965178713	-0.10751266182919	4.57345207797151	-0.0240017748984505	0.487766788407598	0.530419077193091	0.923027647671296	0.548555139773906	0.93989875619727
Trabulsiella	-0.596663524216573	-0.59976203262681	-0.593719991972322	0.0023004333069272	4.46610712183341	0.000952614514834456	0.49947916667844	0.490390927951809	0.909066144159645	0.521023091351643	0.931810807203977
Serratia	-0.58559210090081	-0.493761100285974	-0.67817813228464	-0.096529471053354	4.4242928011018	-0.0199397901403037	0.490890161580072	0.506819654088144	0.90182520261081	0.514198547994585	0.917962478183628
Lysinibacillus	-0.663609574683205	-0.590866080292018	-0.734532873178119	-0.184332408796452	4.26946109239413	-0.0402403573977252	0.477876106695274	0.520518311194922	0.909373580667271	0.509174680820278	0.928002358818745
Ezakiella	-0.753138193693897	-0.778747330818989	-0.728704426148727	-0.00870769551692963	4.2826494382173	-0.00117780123261953	0.49947916667844	0.489839081591942	0.903654383278964	0.521721306537526	0.925360945826537
Cutibacterium	-0.174739845482737	-0.0219094479086133	-0.345106202827868	-0.300194813874404	4.32023962171517	-0.0627134236073127	0.468505987179416	0.511431386940945	0.915921845924092	0.526889493463832	0.919152332234736
[Eubacterium]_siraeum_group	-0.622104444001454	-0.688973774042559	-0.570965625477927	0.109409208897126	4.15357230879412	0.0231420930380032	0.488287350603007	0.546068849330247	0.922029486237426	0.539019283727791	0.93550424955138
unclassified_Bifidobacteriaceae	-0.619223813150969	-0.551329117990941	-0.683014673359917	-0.119412676810551	4.25379066104769	-0.0213208317605499	0.485937500318143	0.494121014491843	0.909598224930466	0.511003967686545	0.931128523628824
Paludicola	-0.634922220470469	-0.520113664333044	-0.7656924579611	-0.202140878953663	4.22252067526709	-0.0407645995463112	0.477876106695274	0.477150994574162	0.902234477007607	0.513496882927321	0.908731593653503
Saccharimonadales	-0.653403801787102	-0.601580503753274	-0.711790990603228	-0.0901949924519165	4.19301050868298	-0.0176813502796254	0.491666666855099	0.501069132218364	0.910876781817443	0.501277603832283	0.927906000559063
Sneathia	-0.695203602621174	-0.638286642518131	-0.777650460513748	-0.147261040744134	4.26928564172389	-0.0273274920340897	0.484895833675084	0.499588725596007	0.91021600663504	0.516883447986787	0.929232215133352
Gallicola	-0.671440994173796	-0.682261254438576	-0.659567492122003	-0.02680829946154	4.24338704388754	-0.00638509157003851	0.497916666713763	0.508851882706895	0.910759277632112	0.4999656289284	0.923128578359914
Adlercreutzia	-0.664372455120787	-0.747910710780729	-0.590762859686806	0.139013591031672	4.23709456758035	0.0267652378596802	0.485937500318143	0.488627558546459	0.887626909337112	0.475374500532201	0.893515340225331
