featureid	rab.all	rab.win.S_M01	rab.win.S_M02	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Finegoldia	0.442905408183826	1.04393149582285	-0.0343129526991914	-1.26547858890847	5.44894623218458	-0.22861210443119	0.379489851926166	0.189494913600357	0.780206205507759	0.201738245842128	0.787751241567566
Terrisporobacter	-0.651769462340287	-0.728401860176795	-0.58333913147083	0.151564043573425	4.61589370745581	0.0276062710457728	0.486725664016788	0.512693377918308	0.909230028342135	0.49720439499333	0.919646444279752
Collinsella	-0.33094432440755	-0.211557863495133	-0.409547898297002	-0.215676661035777	5.13576478848159	-0.0395130848861076	0.482040604258245	0.525439839950229	0.913460802204116	0.578914224752215	0.937870886255213
unclassified_Ruminococcaceae	-0.770950661185659	-0.766952592084251	-0.774607493462359	0.00647337668695513	4.30352822236127	0.00123919355020194	0.49947916667844	0.481782218249021	0.892132103820942	0.501021072628798	0.906158229648977
Ruminococcaceae_UBA1819	-0.583727947433887	-0.607775962888316	-0.544611228254805	0.140953209832082	4.35071117315264	0.0320217248123431	0.484122853039796	0.495589781441918	0.909963711380725	0.496363107520001	0.920247895422631
Negativicoccus	-0.0735755811992407	-0.180632802577417	0.0310932718099135	0.135293673488282	4.79455180555828	0.0250570497864834	0.485416666996612	0.556620758889124	0.923894412566213	0.55622088090598	0.941754454608972
Fusobacterium	-0.705505977538538	-0.748886878132071	-0.664752522421992	0.000968048409424327	4.39497382725152	0.000139089569965486	0.499739718902286	0.512590545785401	0.895595379475166	0.506172298507913	0.906922260917667
Varibaculum	-0.301784951170674	-0.436293476477974	-0.180656041702583	0.376455245574582	4.71546049072201	0.0715440719065915	0.466423738398304	0.514036961976911	0.914845318856989	0.51973252671562	0.926154371458022
Anaeroglobus	-0.720219053828352	-0.832847823060703	-0.613000279442719	0.316612460588481	4.48726129428808	0.0588317199461667	0.465903176203039	0.476673444653817	0.892317086906277	0.480162723842789	0.892580080619749
Peptoniphilus	-0.199038451226043	0.0953318219029207	-0.505978578727616	-0.697121074254842	4.85969215333738	-0.133575704082408	0.434669444499363	0.348688016894339	0.866273242209715	0.392825636361035	0.897003867395558
Coprobacter	-0.640748372849767	-0.738461385930627	-0.562642468494227	0.052148309843278	4.72141032377559	0.0106223827377332	0.494534096948017	0.535772017668103	0.920617949856887	0.532500945136952	0.926587700434526
Roseburia	-0.622636546464769	-0.60647061372821	-0.631935646596189	0.0753116463816568	4.38501026712909	0.0131622053775826	0.492187500176649	0.49721916139989	0.919553621350176	0.543519344206406	0.941261935093099
Cronobacter	-0.605660058351273	-0.653990191129108	-0.569184924523275	0.182407530834431	4.55224108445957	0.0329268815324068	0.478396668890635	0.527498167366237	0.924220640257378	0.518216971555708	0.934926456911998
Dolosigranulum	0.257951965072433	0.239291039801799	0.266554644437411	-0.00250487895264317	4.50730684226788	-0.000439726154371486	0.499219156706857	0.545194932816269	0.915858535971169	0.596712197613205	0.945140625335124
Atopobium	-0.285250333355692	-0.652653922229816	0.18349548717425	1.0262010374247	4.48963595370767	0.187012743251268	0.401874026250514	0.303404678856369	0.810971493046641	0.277122653178197	0.80811715365156
unclassified_Planococcaceae	-0.576658489415752	-0.539770426176625	-0.63032037158328	-0.136199226291542	4.44311675922423	-0.0272367273434737	0.489849037189241	0.499496460282226	0.914691594176261	0.527817633063975	0.930576105254799
unclassified_Yersiniaceae	-0.647388833931453	-0.571535021240562	-0.716543189131787	-0.108443696665661	4.28581814188827	-0.0237182424856037	0.488020833604285	0.520994920309094	0.907535237037092	0.507639048419549	0.917984914855442
Prevotella	-0.458478372305903	-0.534578176198294	-0.402745431956882	0.106933833351561	4.40178150290032	0.0189849489701824	0.490625000212002	0.551837655040577	0.927248392890313	0.564669005189049	0.936024074523017
unclassified_Bacteria	-0.668102404929509	-0.612509306348342	-0.730247386218722	-0.0569457628620684	4.11555434615431	-0.0117612959957959	0.494534096948017	0.520757292255261	0.918978877843417	0.546597386457515	0.92081938366197
Clostridium_sensu_stricto_13	-0.629036609240163	-0.627594234553944	-0.635103833825338	-0.0685753288537247	4.30539581751898	-0.0160847928687742	0.49349297255717	0.506725518458832	0.900859237385153	0.519038298810787	0.902394553868748
Hafnia-Obesumbacterium	-0.678008970988734	-0.56738174262026	-0.742309227457863	-0.188734572343109	4.46421340005726	-0.0373207026188464	0.479958355476736	0.511555973696805	0.915792623225799	0.493107547737531	0.93277319007835
Scardovia	-0.414339327580003	-0.354627552376412	-0.468708176429367	-0.136685138308835	4.68210728427994	-0.0252904530870435	0.486205101821385	0.534468878929739	0.913789665811578	0.547054483856314	0.922085440306898
unclassified_Bacillales	-0.732275937809128	-0.657291647783828	-0.803810058971461	-0.182539169399668	4.34887034723761	-0.0391254122334059	0.477876106695274	0.518016418446026	0.908998736614478	0.51412948325197	0.922292624838841
Megamonas	-0.615922102422323	-0.574485022440587	-0.653264267796279	-0.0813591345738587	4.48900331299332	-0.0151491539539253	0.490369599384656	0.483947044119553	0.914654272305064	0.502703999693496	0.931191519118928
Dialister	-0.73826752809487	-0.745770479734062	-0.730894756542	0.0992407620436682	4.40301244493796	0.0197597845760391	0.487766788407598	0.489895857602193	0.90643771638707	0.490478279646928	0.922457669221218
Dermabacter	-0.521124680373601	-0.448742175964653	-0.589301486674044	-0.201129480182899	4.53280998866487	-0.0383016787967827	0.478917231085999	0.534302720557168	0.911745652154518	0.55487045183104	0.935374530028874
[Eubacterium]_fissicatena_group	-0.593840797806442	-0.570045800049782	-0.614968073043907	0.000166232165327962	4.17875725103358	8.75317188419594e-05	0.499739718902286	0.502893858449672	0.901206691310027	0.504798287093311	0.91630704827162
Faecalitalea	-0.620404403224282	-0.660662998461479	-0.572624466807186	0.079052357644164	4.52219821600026	0.0115453593782314	0.49349297255717	0.529359810971091	0.911254349967995	0.532477727686409	0.928294808481847
Trabulsiella	-0.672785390532539	-0.671733569447038	-0.672785390532539	0.0606825127121473	4.48257165532341	0.0105136156036988	0.494534096948017	0.525142584366703	0.924568496225997	0.498126242932579	0.926435152147926
Serratia	-0.676643424722736	-0.682965041360753	-0.671112801559704	0.0849925560290927	4.32606391556171	0.0180023344582929	0.489062500247367	0.507726768125744	0.907698157677485	0.538423976768054	0.925294932051279
Lysinibacillus	-0.658561787823282	-0.57984020363334	-0.723950668831314	-0.17594021377622	4.31446449050254	-0.0335879450049407	0.485163977430586	0.476478966232939	0.912471842738346	0.494988076450759	0.92174749851093
Ezakiella	-0.670251934569357	-0.717330739636457	-0.596425288184199	0.0840698164186708	4.20499881214898	0.0167168249230218	0.490625000212002	0.507545979412284	0.91838496768647	0.522972662071544	0.927976501640936
Cutibacterium	-0.220307110655616	-0.0707587314688389	-0.368432367373317	-0.267493682299026	4.30084458213949	-0.0564621363510376	0.469026549374706	0.515133356141941	0.916441343844205	0.507550888245133	0.921028370041387
[Eubacterium]_siraeum_group	-0.682449458414966	-0.757014554276741	-0.595163304553857	0.178119995504584	4.1286870030978	0.0370856242950511	0.481250000424452	0.515898870870571	0.916051428405054	0.506804186687872	0.921108148959132
unclassified_Bifidobacteriaceae	-0.692477342863097	-0.620114581926845	-0.748201036356488	-0.1537379777307	4.18516476111873	-0.0287704286600643	0.483602290844405	0.487892428118222	0.91088002102377	0.477522213079701	0.915496047158373
Paludicola	-0.696753408837695	-0.675350811470558	-0.735534344784323	-0.128013627960706	4.18475586301014	-0.0276637535837544	0.484122853039796	0.488479763106544	0.901709379310576	0.509691350022273	0.908495881801023
Saccharimonadales	-0.639355206617997	-0.540973088421552	-0.735345023455224	-0.0809468560224893	4.0557283203395	-0.0147722857140285	0.490625000212002	0.554176299956564	0.923410228801292	0.539864886324362	0.929619854827606
Sneathia	-0.677094643499061	-0.62232195385508	-0.742081284795969	-0.143764708756607	4.28490035351687	-0.0291834208378022	0.48697916696121	0.507778574831462	0.911510795094456	0.519529495512508	0.915505702734259
Gallicola	-0.752467041979552	-0.824402874967511	-0.692365856557489	0.0798647834689081	4.18369815178635	0.0141007683444557	0.491410723775489	0.504087445243591	0.912696518462282	0.501267705315232	0.926842173403614
Adlercreutzia	-0.637394921134026	-0.602757423373292	-0.669364336170657	0.000985744411059031	4.1942676388151	0.000247845579672516	0.5	0.489617202369616	0.89924058683861	0.494228545651434	0.907022467159785
