SampleID	stool	Unknown
A_i27_M04	0.0	0.0
A_i25_M04	0.0	0.0
A_i12_M04	0.0	0.0
A_i18_M04	0.0	0.0
A_i31_M04	0.0	0.0
A_i26_M04	0.0	0.0
A_i24_M04	0.0	0.0
A_i03_M04	0.0	0.0
A_i30_M04	0.0	0.0
A_i29_M04	0.0	0.0
A_i15_M04	0.0	0.0
A_i09_M04	0.0	0.0
A_i07_M04	0.0	0.0
A_i06_M04	0.0	0.0
A_i01_M04	0.0	0.0
A_i21_M04	0.0	0.0
A_i02_M04	0.0	0.0
A_i10_M04	0.0	0.0
A_i28_M04	0.0	0.0
A_i16_M04	0.0	0.0
