"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"K19779",17.365449170888,19.7914568226602,1.66348210997352,11.8976072564888,1.21789168426152e-32,7.39016674009889e-29
"K20807",6.95126154057986,-23.3264500560882,2.27604501849529,-10.2486769227041,1.19974490705924e-24,3.64002604801774e-21
"K19780",18.1267351302445,18.7535627796833,1.86169996820426,10.0733539775329,7.24639315809213e-24,1.46570378944343e-20
"K00713",16.3822154669102,20.0524134558085,2.04510062679428,9.8050986797852,1.07042327008028e-22,1.62383210071178e-19
"K20337",27.0947535537302,-8.57143293595511,0.942222303053129,-9.09703889218146,9.28281197685776e-20,1.12656206151146e-16
"K12218",10.8021091872722,18.6726997394674,2.07053390156989,9.01830186180946,1.91027335559934e-19,1.93192312029613e-16
"K03795",14.0484210351917,-7.61862509486188,0.882468565182164,-8.63331046051391,5.96013798578244e-18,5.16658818538969e-15
"K02259",16.5745372501322,-8.03114714678316,0.941193984483496,-8.53293505821806,1.42680789177427e-17,1.00711344542108e-14
"K00116",201.460002298555,-4.32230711175788,0.506859022412646,-8.52763178838906,1.49374110230549e-17,1.00711344542108e-14
"K02552",64.0237468297334,-4.5687118831665,0.540906908267391,-8.44639218567349,3.00443201317562e-17,1.82308934559497e-14
"K12203",11.2408656672193,19.4673831166993,2.34218913145547,8.31161875668083,9.44053055689035e-17,5.20773994720097e-14
"K12228",10.919479465844,18.9553983258731,2.31818103474233,8.17684125691247,2.9138147945946e-16,1.47341901446667e-13
"K12217",6.2478595465311,19.4501978057128,2.43118635749,8.00029078223091,1.24125730846371e-15,5.79380719058294e-13
"K00627",169.727036334247,-3.5741519688127,0.448527919691975,-7.9686276191396,1.6044612370662e-15,6.95419341894122e-13
"K00344",197.777310314307,-4.31377392543636,0.547145466270658,-7.88414451249872,3.16697612795229e-15,1.28114740962763e-12
"K16937",22.5910469523668,-5.67930559338371,0.739838128709573,-7.67641646597691,1.63600652549134e-14,6.20455474792592e-12
"K03566",441.074167617888,-4.61974716946273,0.602444921605838,-7.66833116818155,1.7424852175204e-14,6.21964723524341e-12
