"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"K09160",103.247281875755,-3.03599945200294,0.739121846065599,-4.10757640051338,3.99832540084671e-05,0.000219183420847591
"K08281",772.838197672662,-0.88328219768661,0.215089265315343,-4.10658428904681,4.01552972009445e-05,0.000219911153066229
"K17758",136.033758362373,1.79895640030963,0.438243865226311,4.10492089690895,4.044532530533e-05,0.000221282977257021
"K06998",233.099872329554,-1.78194421851435,0.434261381453949,-4.1033909406087,4.07138417130626e-05,0.000222534543035168
"K08475",33.2884656938032,-4.4041961272649,1.07363689549622,-4.10212814568872,4.0936743170238e-05,0.00022353458685251
"K01782",87.858797482176,-3.53673722381443,0.863211974356131,-4.0971827649315,4.18208711694901e-05,0.000228139781613681
"K09473",74.8396308591774,-3.6200176505162,0.883850947850765,-4.09573317686527,4.20834407346759e-05,0.000229348605444967
"K07644",113.7626469188,-3.40863620897151,0.832447406125714,-4.09471659577343,4.22685102616755e-05,0.000230133124449998
"K06023",421.299324206072,1.36391356828134,0.333400700665251,4.09091392297575,4.29676597007406e-05,0.000233712333668654
"K01774",102.812948822178,-3.53423172980107,0.864327045310843,-4.08899819689205,4.3324022043872e-05,0.000235421894543254
"K02782",316.195713902724,-1.51671550121843,0.371019700868404,-4.0879648645838,4.35174041626864e-05,0.000236243366729928
"K04044",58.6101238020392,-2.58318589591184,0.632308110578002,-4.0853277898816,4.40146352528591e-05,0.000238711156502183
"K09251",80.447125064808,-2.5917901187673,0.635078874428689,-4.08105232771103,4.48322594551784e-05,0.000242910122140013
"K11905",139.281420543653,-3.24654138061711,0.79661420350122,-4.07542492507433,4.59303989701888e-05,0.00024847321369927
"K07714",61.2390089957307,-3.86518444379958,0.948433122484756,-4.07533683943193,4.59477892047068e-05,0.00024847321369927
"K19083",144.157221554806,1.43076115081679,0.351243337232969,4.07341862222375,4.63280437435945e-05,0.000250287703506659
"K09131",152.194592786098,-2.3248562469628,0.571655927323835,-4.06688033105236,4.76466945720484e-05,0.00025716350001905
"K01589",850.674030709726,-1.06941717938978,0.262981907411681,-4.06650476420676,4.77235100650898e-05,0.000257329947817252
"K03618",168.87765751476,-3.51850969944882,0.865815915618822,-4.06380806355822,4.82785303257415e-05,0.000260072121494875
"K13641",79.9156078698115,-3.17461688545613,0.781825077263569,-4.06052066859695,4.89634023280576e-05,0.000263393513944073
"K06144",92.2575321503756,-3.57757212257746,0.881089111134225,-4.06039761173766,4.89892170833983e-05,0.000263393513944073
"K14977",154.063961826196,-2.50970804869266,0.618143556212891,-4.06007313910801,4.90573465304523e-05,0.000263506687649656
"K08478",25.7445736552509,-4.52943409411506,1.11662458066881,-4.05636251657842,4.98428789827635e-05,0.000267469409076249
"K17363",70.6137929696317,2.89972377737889,0.716101600944517,4.04931894238785,5.13669004796133e-05,0.000275383660904594
"K11751",172.33691830684,-1.94979702100549,0.481642094214552,-4.04822801915842,5.16068577713744e-05,0.000276405342532423
"K11754",1221.00219619528,0.333353496157801,0.0824005837244463,4.04552347920932,5.22063326386374e-05,0.000279348799023378
"K02200",158.725487086175,-2.48280747485515,0.614472434656403,-4.04055143050229,5.33256687734522e-05,0.000285065681112715
"K02114",831.346865240397,1.00485819431726,0.248787511571638,4.03902184627105,5.36745664228943e-05,0.000286657011707003
"K05802",58.8972969377691,-2.93075579811953,0.726261200215437,-4.0354018598958,5.45089206521789e-05,0.000290835489885839
"K16291",38.5511191913305,-4.06955116570864,1.00934755253453,-4.03186311344369,5.53364165989582e-05,0.000294969451147018
"K02558",175.217278316499,-2.11266644630623,0.524055198582806,-4.03138152625807,5.54499460285071e-05,0.000295278854924923
"K13531",8.28704520314014,-5.17875809450278,1.28467879088123,-4.03116960540025,5.54999741613399e-05,0.000295278854924923
"K06895",499.150158411892,-1.38907938622245,0.344829840308135,-4.02830388745123,5.61806963037334e-05,0.000298616673515666
"K01554",14.4737721763139,-3.73202645934387,0.92686794916818,-4.02649208303425,5.66151447493343e-05,0.000300640384404197
"K10000",59.8272619124608,-2.40426247665562,0.598471458771501,-4.01733857382425,5.88591285696946e-05,0.000312260229956949
"K09020",112.942637196341,-3.38512729702351,0.843039243185107,-4.01538519634517,5.93487831135212e-05,0.000314559790801494
"K23016",68.7519581303863,-3.50906487796039,0.874855507740613,-4.01102221671192,6.04564203584894e-05,0.000319908015577716
"K02858",95.8332614170515,-2.58615178815936,0.64477115081498,-4.01096076474655,6.04721601717391e-05,0.000319908015577716
"K00574",1080.42281291881,-1.0370936122546,0.258623748045972,-4.01004787878279,6.07064368874969e-05,0.000320844123946478
"K18326",232.111069449781,-2.7259379269203,0.680076952440332,-4.00827864720128,6.11629290148283e-05,0.000322951805373579
"K07444",335.303574598086,1.53595451111503,0.383283963320236,4.00735396756408,6.14028035521413e-05,0.000323912810067234
"K12518",143.447910242284,-3.35120699894468,0.836409471136514,-4.00665835884313,6.15838407193022e-05,0.000324561917613874
"K06214",103.009084028047,-3.67337937694353,0.917655538958009,-4.00300463626539,6.25430760539389e-05,0.000329307240521069
"K16695",30.9734083733598,-3.89740320575122,0.973962008186317,-4.00159674914717,6.29164592064941e-05,0.000330961862949951
"K07314",37.2297144921689,-4.115967616155,1.02980064731712,-3.99685864140607,6.41886045440467e-05,0.000337109434640311
"K23721",53.900658825437,-3.77244514374018,0.943932683622419,-3.9965192531136,6.42806559871605e-05,0.000337109434640311
"K21746",115.433632766935,-3.67490275444043,0.919546320309869,-3.99643027574953,6.43048097616393e-05,0.000337109434640311
"K00879",158.811646792851,-2.53274646208469,0.633793087206785,-3.99617243104821,6.43748527508417e-05,0.000337109434640311
"K07689",14.2441009426593,-3.85152007635704,0.963812409932436,-3.99613040532133,6.43862757960502e-05,0.000337109434640311
"K08277",109.195259728534,-3.63236702244539,0.909696416702451,-3.99294419077995,6.52579318975122e-05,0.000341037348982629
"K03098",197.688269261278,-2.37235345435829,0.594136619340572,-3.99294266189375,6.52583528247983e-05,0.000341037348982629
"K04030",227.926055366754,-2.35218220535431,0.589357531730789,-3.99109552133247,6.57687820121281e-05,0.000343384209815188
"K03119",89.349927616189,-3.3841315729625,0.848260948170744,-3.98949354000122,6.62145224369358e-05,0.000345389265684557
"K02198",104.961013737995,-2.41225234084161,0.604746479148976,-3.98886545687083,6.63900612485137e-05,0.000345982470026007
"K10111",84.6728014185987,-3.16458316345229,0.793684465632749,-3.98720562198403,6.68560797406467e-05,0.000348086956565953
"K21084",84.2196083757902,-3.3572556360222,0.842173189481193,-3.98641951317683,6.70778678136329e-05,0.00034891712467742
"K23349",271.534060494827,-2.0246380704715,0.508039809789298,-3.98519570998027,6.74245305479497e-05,0.000350394705178157
"K00073",195.297203040142,-2.9078744553468,0.730554416506604,-3.98036667720359,6.88090478268078e-05,0.000357258108243639
"K10680",86.2534051678814,-3.19791235757942,0.803964133254722,-3.97768037814471,6.95908283028751e-05,0.000360982266924181
"K21742",99.5595987131342,-3.6461552942943,0.918430742374668,-3.96998393680388,7.18774774320436e-05,0.000372498371469582
"K22501",93.8019643797787,-3.68317161287661,0.92829426790595,-3.96767678118397,7.25766731501238e-05,0.000375773949695877
"K00883",331.673661661022,-2.44528943269248,0.616648756265595,-3.96544938726719,7.32577963195791e-05,0.000378949987061631
"K03482",120.007299195043,-2.9616290486046,0.747781079759399,-3.96055627611963,7.47753675802883e-05,0.000386308787630616
"K14392",114.505969264936,-2.0452606641073,0.51643203111386,-3.96036756220563,7.48344874354831e-05,0.000386308787630616
"K05343",32.8089830336061,-3.97735489297769,1.00433217093721,-3.96019863554321,7.48874458780094e-05,0.000386308787630616
"K05875",37.2866879002736,-3.60635142455534,0.911384710356533,-3.95700233235704,7.58961900500657e-05,0.000391151911335376
"K00324",1113.45708460362,-1.12464018579532,0.284668631234585,-3.9506993830611,7.79231508161262e-05,0.000401228955950192
"K04014",232.642821976842,-2.96605374916429,0.750917241890193,-3.94990763788856,7.81813561106088e-05,0.000402188465212388
"K03153",8.73262873064195,-3.66691243676258,0.928769574372537,-3.94814013932346,7.87606972988988e-05,0.000404796715134928
"K00077",963.332127176864,0.901401050438348,0.228539883146875,3.94417393597356,8.00755242972731e-05,0.000411176797698934
"K00380",95.1754618199925,-2.4106974836369,0.611301698760972,-3.94354782347745,8.02849721731589e-05,0.000411874417280633
"K03735",172.488392071837,-2.23214176637901,0.56684882174458,-3.93780789648498,8.22293836805339e-05,0.000421157505258376
"K06946",259.170712351669,-3.60376115392722,0.915179944664558,-3.93776237660902,8.22449800334831e-05,0.000421157505258376
"K00370",326.00076633017,-2.02073540362877,0.513673865986093,-3.93388789548325,8.35827780486773e-05,0.000427355189792956
"K02466",213.145854841496,-1.33953286253375,0.340517465706627,-3.93381543514666,8.36079922857399e-05,0.000427355189792956
"K10537",106.407696820459,-2.65664504439627,0.675714995548384,-3.93160587214769,8.4380321083654e-05,0.000430909358672638
"K02753",59.7685582249837,-3.39968524696327,0.865104075504794,-3.9297991342597,8.50168520283735e-05,0.00043376419398615
"K07095",1024.09906152079,0.999950920712599,0.254482367094135,3.92935248178789,8.5174909996893e-05,0.000434174837206384
"K07035",292.354172633945,1.6954310503127,0.432193896883432,3.9228481997051,8.75082906355007e-05,0.000445663241753319
"K01893",503.079712468003,1.13618354106661,0.28969902329197,3.92194467263192,8.78371642704826e-05,0.000446931462201719
"K19227",67.1317620834786,-2.8637449245863,0.730600936182547,-3.91971154533366,8.86550140210091e-05,0.000450683118506438
"K02848",72.4484378729299,-3.49478708060809,0.891661998535053,-3.91940789934955,8.87667738595067e-05,0.000450841772496968
"K22116",7.79935553878021,3.26147481808518,0.832898047881891,3.91581517855553,9.00992531758529e-05,0.000457194487783544
"K19784",334.411179578294,-1.51406963841883,0.386709023269946,-3.91526845072327,9.03036741298858e-05,0.000457816724732763
"K03776",75.8193321124125,-3.6695339391795,0.937343120575947,-3.91482463425429,9.0469938722005e-05,0.000458244567445305
"K07223",268.869065900806,-1.64892616872659,0.421269941530831,-3.91417949909895,9.07121379873152e-05,0.0004590559098689
"K01895",70.8633661227814,-2.68256873971809,0.685595724454889,-3.91275593477626,9.12487468430857e-05,0.000461354323469513
"K00645",703.904498043117,0.898656368322013,0.229745506112501,3.91152969008222,9.17133788986716e-05,0.000463285001530564
"K03215",1114.1666305512,0.901456005467519,0.23059770466406,3.90921499752472,9.25965273749351e-05,0.000467324403712815
"K14127",9.36598593545175,7.45791772605694,1.90906115560369,3.90658921751439,9.36080902986664e-05,0.000472004037298771
"K03838",98.2803708962315,-3.51597322369707,0.900113987462225,-3.90614219162396,9.37813400234491e-05,0.00047245198929905
"K02841",242.632516646352,-1.67441152122399,0.42870023477274,-3.90578634068539,9.39194703325698e-05,0.000472722370010246
"K02109",1902.93315197002,0.284682005518614,0.0729916488314745,3.90019968141694,9.61133833072964e-05,0.000483330284250618
"K03495",1054.23514277434,0.73968982843782,0.189685292253863,3.8995634276582,9.6366290747247e-05,0.00048416708196799
"K01467",99.2204964107207,-3.68970480823425,0.946492335378035,-3.89829338317944,9.68730067665784e-05,0.000485937237721155
"K07227",77.3129684008048,-3.93309755225993,1.00894050782129,-3.89824526002339,9.6892256083046e-05,0.000485937237721155
"K07343",110.106582039115,-1.95524601542378,0.502042993001907,-3.89457883623197,9.83694956498857e-05,0.000492904267817735
"K08299",113.697553907096,-3.61221803118945,0.927865355901334,-3.89304117048375,9.89953439114078e-05,0.000495596547291726
"K04047",1187.24828133503,-0.768484543045438,0.19746178810776,-3.8918139575747,9.94975294214801e-05,0.000497665480046491
"K10824",155.203253991529,-2.27120902984765,0.584080823682613,-3.88851839977855,0.000100858025385227,0.000504019971500998
"K19761",105.229274239731,-2.34339688549011,0.602722144466928,-3.8880218804018,0.000101064517915683,0.000504601344133878
"K22044",284.381531804605,-1.46003939807419,0.375703301174419,-3.88615003783631,0.000101846573574737,0.000508052827359896
"K02315",932.704989380808,1.52516583596345,0.392576060041574,3.88501997753489,0.000102321474177536,0.000509967311639953
"K00381",124.127567199869,-2.2723760356552,0.585060377582608,-3.88400261361802,0.000102750801963476,0.000511651457819907
"K01790",569.110556081077,1.65922516232987,0.427897873461631,3.87761955652403,0.000105483495068044,0.000524792108351857
"K13894",141.250982258565,-2.83673530113482,0.732134988340923,-3.87460693220398,0.00010679694059058,0.000530854774853886
"K10004",88.691278660886,-3.26296924976894,0.843064775333532,-3.87036600892031,0.000108672073765828,0.000539696181781137
"K15580",1511.84771131862,-0.788982814136418,0.203906706990815,-3.86933233231978,0.000109133801541637,0.000541508765273531
"K19236",72.280996542926,-3.33880328566473,0.862944717971813,-3.86908131671743,0.000109246205408049,0.000541586369945835
"K16090",55.6764113157038,-3.52876033443332,0.91300656870265,-3.8649889884665,0.000111094211537952,0.000550260444228248
"K04018",110.174476225832,-3.56782056883753,0.924471324026234,-3.85930907331884,0.000113708054030817,0.000562709087896097
"K02575",333.994754236876,-1.75737926190728,0.455387483681257,-3.85908555874438,0.000113812090199581,0.000562726385907292
"K03637",415.176588796371,1.36942300937613,0.355251427478149,3.85479945597225,0.000115824533729839,0.000572171152061704
"K15736",59.2771865444356,-4.21830030413077,1.09508194519185,-3.85204077434749,0.000117137511834296,0.000578146960966981
"K14061",40.6945951809535,-4.90027646249751,1.27220322472696,-3.85180320820929,0.000117251234020015,0.000578198376044073
"K05789",58.9276345145589,-3.41223180434708,0.885940755374559,-3.85153497414672,0.000117379761989369,0.00057832264775924
"K00587",12.0985714713944,6.76868085843225,1.7578922029467,3.85045274510355,0.000117899677266563,0.000580373345348242
"K09780",220.622238540318,-1.72788167183459,0.448874648433886,-3.84936346452877,0.000118425172508585,0.000582447882715772
"K00371",391.60161829123,-1.78090313793912,0.462706827848138,-3.8488801780198,0.000118659028224688,0.000582848336944501
"K07715",59.33957446389,-3.18010070035204,0.826265248496075,-3.84876491676286,0.000118714865841832,0.000582848336944501
"K05396",87.553160273194,-3.28693047470748,0.854635344732024,-3.84600343873927,0.00012006007816068,0.00058893624668302
"K03499",1806.92755881369,0.607191788573259,0.158005599851488,3.84284980496874,0.000121613899033746,0.000596035895702168
"K09934",109.379530388964,-4.07451845186204,1.06296392529657,-3.83316719871301,0.000126503907512604,0.000619380209306752
"K01873",899.511212059848,0.671566049474612,0.175207124112808,3.83298369215981,0.000126598349016781,0.000619380209306752
"K06887",264.367434866435,-3.70944460658355,0.967830023934386,-3.83274388565056,0.000126721865415911,0.000619443039941357
"K03736",164.668707472086,-2.20410331123139,0.575129280570232,-3.83236149800277,0.000126919055630816,0.00061986557972572
"K15552",126.364160091768,-2.61133085227633,0.681628431458666,-3.83101809102674,0.000127614120932296,0.000622619950018788
"K03798",1398.60217742827,0.628752659907445,0.164129103428187,3.83084198216285,0.000127705503416396,0.000622619950018788
"K08368",126.735841004017,-2.59376859823928,0.677211438982431,-3.83007204092217,0.000128105748875453,0.000624027742781469
"K07025",449.386771390338,1.50613653769546,0.394220268800912,3.82054566163386,0.000133156749111643,0.000648068108502493
"K23059",48.6525924288396,-2.88388577110845,0.755098461633687,-3.81921817834067,0.00013387531409955,0.000650999246755155
"K08279",103.965855696395,-3.58057762997987,0.939180491071899,-3.81244889988431,0.000137596682759283,0.000668514438718494
"K03313",1276.30045872199,-0.711076199745779,0.186529671497656,-3.81213452013566,0.000137771857078287,0.000668784981844904
"K05939",136.1770662909,-2.24975229023774,0.590670609976999,-3.80881027807588,0.000139637045158584,0.000677251769283013
"K24090",22.5502500931252,-3.82933807466337,1.00551346302384,-3.80834092777591,0.000139902299564185,0.000677950797108871
"K15371",16.9261917798274,-3.56603343089596,0.937424361846648,-3.80407590845107,0.000142334532160883,0.000689140464104205
"K12660",77.3820766252577,-3.23521579999183,0.850699912051929,-3.80300474251647,0.000142951617951559,0.000691529996261778
"K07710",87.4621480230003,-3.66752610073827,0.964857707512981,-3.80110566789345,0.000144051849640145,0.000696250606594036
"K21740",117.898273441615,-3.46429945849402,0.911824179910356,-3.7993064176414,0.00014510160044489,0.000700719290500476
"K11192",65.8330622683704,-3.04325211381079,0.801062050797306,-3.79902169973201,0.000145268374360721,0.00070091990629048
"K00066",15.4413730009098,7.76325950083291,2.04404198013629,3.79799415876737,0.000145871760337827,0.000703225015168662
"K07357",184.165199926717,-3.15659340945905,0.831639499501359,-3.79562708523549,0.000147270729991756,0.00070894563414726
"K22489",83.6909847467489,-3.2116266604878,0.846154014235035,-3.79555802662151,0.000147311733520326,0.00070894563414726
"K03656",47.3741750240111,-3.71850499886951,0.979812706323292,-3.79511816377953,0.000147573154318218,0.000709593595119472
"K03329",81.7895265855883,-3.61222735959931,0.952024713621262,-3.79425797242102,0.000148085649057816,0.000711446676203089
"K01735",750.594640922343,0.68753704680132,0.181570094693486,3.78662052229455,0.000152710043196053,0.000733034401173509
"K00065",230.076038763109,-1.67978289372567,0.443735342846767,-3.7855512769145,0.00015336820431852,0.000735248766455906
"K01493",634.877672002032,1.17863957562308,0.311360945552839,3.78544448961104,0.000153434082404949,0.000735248766455906
"K02044",395.770068734285,-1.8652065997497,0.492814066409484,-3.78480795675965,0.000153827318396013,0.000736502567204862
"K02302",161.676086213048,-2.23163772780209,0.590123772246028,-3.78164350049552,0.000155796370513763,0.000745292551936354
"K06881",565.268950009121,1.23199409322705,0.326035130042245,3.77871578767423,0.000157639216508753,0.000753114143682769
"K23545",87.8861565818097,-3.46382485798516,0.916690699707836,-3.77861895957834,0.000157700513917493,0.000753114143682769
"K07001",1257.19954085191,1.06086397557949,0.281350339229138,3.77061559081862,0.000162845352751005,0.000777020834908248
"K02363",14.8950643529072,-3.66764343103316,0.975010068261966,-3.76164672593693,0.000168798352693473,0.000804739676341882
"K06131",1107.40747710874,0.911742364669755,0.242953303418391,3.7527473462653,0.000174907113876221,0.000833153290523581
"K12661",51.8802344745996,-4.05731583503438,1.0815818198798,-3.75127961700139,0.000175934357380189,0.000837333842055202
"K23256",27.7533980656991,-4.05070274769051,1.08010995636434,-3.75026887200004,0.000176645059746255,0.000840002038572461
"K00965",1007.50398396983,-0.959915334556089,0.256161279929308,-3.74730847230695,0.000178742221174285,0.000849118679996674
"K01414",78.2002622606002,-3.18220988815583,0.849238056456193,-3.74713528670036,0.000178865628678949,0.000849118679996674
"K02850",115.329854988278,-3.35043195952857,0.895298707672358,-3.74225041409832,0.000182379638582038,0.000865066811138701
"K18919",171.633760611026,-3.8112882265271,1.01961571198844,-3.73796537432163,0.000185515488262777,0.000878540201564879
"K00989",1287.89782672739,-0.857676602069841,0.22945167058054,-3.7379401069507,0.000185534128684954,0.000878540201564879
"K05349",4412.84422282923,1.03183582040739,0.276109860488935,3.73704806695499,0.00018619334010407,0.000880916419748504
"K02080",108.279509399555,-2.9032925886537,0.778024793511364,-3.73161962557854,0.000190252626674428,0.000899361445520923
"K02566",168.08671134851,-1.47981669131429,0.396716505817033,-3.73016163838867,0.000191356968433346,0.00090381852516577
"K00390",114.524025372939,-2.36201865181217,0.633456222815416,-3.72877961686777,0.000192409329916022,0.000908022782074176
"K07026",111.960603333877,-3.24739361764801,0.871107604411189,-3.72789033318453,0.00019308936187583,0.0009104643289124
"K01662",1433.70797735533,0.47987756286787,0.128803009776125,3.72567041486029,0.000194796794749582,0.000917742138226776
"K13896",69.3635170172322,-3.57184506706863,0.959238106120253,-3.72362716230631,0.000196380876328436,0.000924427051985077
"K01354",712.210330567268,-0.994397284107827,0.26742495151365,-3.71841624530339,0.00020047573845779,0.000942909838780045
"K15721",66.6393599355688,-4.45430140502606,1.19811575181968,-3.71775548252406,0.000201000675222863,0.000943977087236684
"K10544",79.1654621259453,-3.45278394161027,0.928740426787661,-3.71770609098261,0.00020103996569343,0.000943977087236684
"K03311",1286.74778027131,-0.552691047374142,0.148693937089357,-3.71697096864149,0.000201625601600931,0.000945603521767982
"K26249",17.330644433045,-2.81875405675524,0.758372297071487,-3.71684734218283,0.000201724246023043,0.000945603521767982
"K00566",411.460748032789,1.26925309964491,0.341737294344455,3.71411935615537,0.000203912542235658,0.000955061505349774
"K00832",89.7274377174876,-2.93605513082476,0.791558874272634,-3.70920625900722,0.000207910009211803,0.000972970168527143
"K12112",246.486691659236,-2.34788160530218,0.63318517458455,-3.70804892398609,0.000208862309655751,0.000976610147989339
"K02031",2004.95019180759,-0.751492080855861,0.202768008496159,-3.70616689698413,0.000210419667452868,0.00098307085036202
"K02392",76.9748362170262,-3.35947385539994,0.906753195381311,-3.70494846063068,0.000211433719484976,0.000986984593792667
"K12294",22.2700845376423,-2.38424318177776,0.643644888947824,-3.70428356181826,0.00021198901983175,0.000988752119998585
"K13288",1229.09787842693,-1.20577859069717,0.325617695758871,-3.70304994600197,0.000213022922422793,0.000992747124729702
"K12700",74.1584981795368,-3.15883176211354,0.854157332938869,-3.69818491312959,0.000217146681884761,0.00101112311024044
"K01079",1059.69085238711,-0.505529487426564,0.136754310827372,-3.69662560812951,0.000218484182404762,0.00101569218674024
"K01825",35.421460315292,-3.20412547049473,0.866772172067901,-3.69661783540016,0.00021849086882888,0.00101569218674024
"K15582",372.973036579828,1.23395989402686,0.333952969748131,3.69501099198942,0.000219877274899355,0.00102128888598481
"K11534",187.673250429115,-2.19090595605488,0.593238952786076,-3.69312558753189,0.000221514557470813,0.0010280406120764
"K01772",389.053864555712,-1.32480245382264,0.35888620763816,-3.6914276047029,0.000222998872176614,0.00103407182068973
"K00060",176.694698882753,-2.16646297803263,0.587269679907998,-3.68904278928894,0.000225099362360991,0.00104294795623714
"K12503",20.488023392068,-2.68105379777945,0.726830746314163,-3.68869067712857,0.000225411063507826,0.00104352830641299
"K07307",150.491662537317,-1.91396093044644,0.518939912567556,-3.68821299748701,0.000225834568740567,0.00104462486052971
"K08298",80.0718899233488,-2.77594053967944,0.753058264779201,-3.68622279245996,0.000227607112672976,0.00105195459094191
"K20542",220.339990602611,-2.10276026513878,0.570603447159136,-3.68515170317984,0.000228566457626944,0.00105551688394225
"K02456",198.629512511983,-2.49026021648936,0.676166613821539,-3.68290916112374,0.000230587344613082,0.0010639714491339
"K01807",1176.31353321849,-0.626715396801106,0.170293494609967,-3.68020750432369,0.000233044236474429,0.00107402710296282
"K02069",1081.62571683151,-0.67992009320901,0.184756309113211,-3.68009134016842,0.000233150425245636,0.00107402710296282
"K02506",96.4170393459533,-2.98503098010531,0.811235073934397,-3.6796128224933,0.000233588330041003,0.00107515944345353
"K21739",846.134261506481,-0.99677557840754,0.270910663749895,-3.67935157889453,0.000233827726889781,0.00107537698225316
"K09980",105.365901517504,-3.47839509186053,0.946152958864866,-3.67635598374462,0.000236589318870255,0.00108718425099903
"K03642",196.53760399457,-1.73690021852864,0.472710645512027,-3.6743412381739,0.000238463862543706,0.00109489929340207
"K01766",82.4818712185384,-3.20296721289865,0.872041189372182,-3.67295404383891,0.000239762615677498,0.00109996013110406
"K10110",98.9554032049745,-3.43521410629124,0.936014772086605,-3.67004261976903,0.000242510031218113,0.00111165327168532
"K03308",820.407950521089,1.66208560174102,0.45313274231493,3.6679883101139,0.000244466358214856,0.00111970393365675
"K03686",796.82005969279,0.630291895958003,0.171929900214908,3.66598186336499,0.000246391388253467,0.00112759820118942
"K11081",34.6798640252516,-4.85767011667734,1.32515816104111,-3.66572855942035,0.000246635422086103,0.00112779285736595
"K03572",635.825279131585,0.850308874353785,0.232084998977332,3.6637821405977,0.000248518186601742,0.00113547452278363
"K09970",74.1566816574463,-3.08056369427565,0.841380448700897,-3.66132074857704,0.000250918387808474,0.00114550588626756
"K07015",353.981220194122,1.28651234748174,0.35168699546885,3.65811748531284,0.000254074583091504,0.00115896939002702
"K23188",63.595661161624,-2.39383071233732,0.654597118523682,-3.65695271885117,0.000255231436475534,0.00116329833058108
"K09458",580.388482585468,1.20433908663942,0.329478871577808,3.65528472545774,0.000256896702104984,0.00116993559127876
"K22104",109.176362539238,-3.42181400440594,0.936695137695591,-3.65307117193339,0.000259122370697985,0.00117911212097286
"K01840",85.0187247550457,-2.28814349635602,0.626607612524668,-3.65163692655576,0.000260574104801177,0.00118475488592379
"K02623",48.3230632212861,-3.09535812330052,0.847732420342516,-3.65133861702479,0.000260877008260991,0.00118516933054932
"K16326",199.645019233285,-1.41496431375947,0.387721950337554,-3.64943050690731,0.000262822326058844,0.0011930385717367
"K10984",74.0157871844844,-3.26364784282282,0.894552951456898,-3.64835624040761,0.000263923515818681,0.00119706638414681
"K07260",568.201263033171,1.2389071133178,0.339684353762529,3.64723043494641,0.000265082177022577,0.00120134813343754
"K11933",69.9091639525209,-3.39246605632288,0.930440551011942,-3.646085773705,0.000266265132166459,0.0012057329649965
"K07505",35.8777979300705,2.96455638544285,0.813212802876403,3.64548661181546,0.000266886310030517,0.00120756885791496
"K07319",114.599978643392,-2.82491497001964,0.775342655896438,-3.64344067559848,0.000269017677836095,0.00121622935609743
"K04752",45.8218678551421,-3.1556318308627,0.86679457098394,-3.64057636780141,0.00027202840549619,0.00122884825307681
"K12961",85.3136320188215,-3.39999367616072,0.935107853638114,-3.63593746211495,0.00027697152546175,0.0012501690548463
"K23842",17.0282701778828,-3.45991346479164,0.951810442768706,-3.63508668251963,0.000277887183872333,0.00125329135224291
"K14194",12.5101410690416,-4.02176979859335,1.10767923463407,-3.63080725253641,0.000282536133089168,0.00127323247737526
"K05786",386.992142575176,-1.3336264567091,0.367338899445948,-3.63050702966823,0.000282865000093456,0.0012736889827217
"K03071",232.422411889929,-1.52513125869232,0.420437492454209,-3.62748633522123,0.000286193916497377,0.00128764256481979
"K06176",198.306742883649,-2.11557695356887,0.583343004470465,-3.62664322252275,0.000287129588946551,0.00129081470629225
"K00852",1644.53380844814,-0.527825201011818,0.145577497903418,-3.62573343142631,0.000288142474442038,0.00129396162737323
"K07800",430.125627275666,2.40944803088844,0.664572283596737,3.62556201990285,0.000288333684090338,0.00129396162737323
"K03759",108.999655512186,-3.37023951882166,0.92966491988271,-3.62521963208729,0.000288715973799953,0.00129396162737323
"K03276",34.822803981744,-3.9511036506152,1.08990391824156,-3.6251852888004,0.000288754345647519,0.00129396162737323
"K01091",1739.14144957801,0.59253964150252,0.163490057808826,3.62431605593654,0.000289727134106132,0.00129728221567362
"K08311",177.68332151888,-1.9637517420964,0.541886328999808,-3.62391822233458,0.000290173386777619,0.00129824176322489
"K05813",648.133011553163,-1.50139174708661,0.414392300881607,-3.62311689645885,0.000291074194832895,0.00130123184383364
"K09016",61.9600339057344,-2.62022133713112,0.725066864525441,-3.61376510957518,0.000301782480277683,0.00134802597136009
"K02052",50.3790390729203,-2.77858027478643,0.769331419327434,-3.61168178626518,0.000304217719790166,0.00135782023737285
"K02777",221.564237679264,-1.26931996761911,0.351468823929637,-3.61147242997924,0.000304463455562472,0.00135783423169972
"K23546",66.2802837412313,-3.44341883145629,0.953699465290954,-3.61059113145856,0.000305499935387129,0.00136137192544726
"K03606",41.4145740784055,-3.6957332967483,1.02387755291117,-3.60954616715671,0.000306733180960055,0.00136578012238141
"K03568",245.868734218818,-1.68629568347218,0.467304735268519,-3.60855680716184,0.000307905098210887,0.00136990845364573
"K24088",78.4101958616093,-3.50776616956134,0.972604134170142,-3.60657131336819,0.000310269616507458,0.00137779846031491
"K06209",306.32754988128,1.54657201465332,0.428829877533421,3.60649314723363,0.000310363051231813,0.00137779846031491
"K03569",1036.9763282149,0.829845166474491,0.230100408413396,3.60644803803912,0.000310416983822958,0.00137779846031491
"K06194",228.902854028786,-1.79648250977617,0.49854875408445,-3.60342392806755,0.000314052690860087,0.00139283114955936
"K03596",291.696543181086,1.38248321112955,0.384150297904141,3.5988081193016,0.000319678941968208,0.00141666115454953
"K23241",47.6323738649429,-3.46270514647263,0.962818073355799,-3.59642724030277,0.000322617767459741,0.00142855351619634
"K02812",173.556395994977,-2.1240333364945,0.591016447694846,-3.59386501810384,0.000325808671489577,0.00144123743944916
