SampleID	stool	Unknown
A_i03_M01	0.0	0.0
A_i24_M01	0.0	0.0
A_i14_M01	0.0	0.0
A_i30_M01	0.0	0.0
A_i06_M01	0.0	0.0
A_i28_M01	0.0	0.0
A_i32_M01	0.0	0.0
A_i31_M01	0.0	0.0
A_i10_M01	0.0	0.0
A_i18_M01	0.0	0.0
A_i29_M01	0.0	0.0
A_i11_M01	0.0	0.0
A_i07_M01	0.0	0.0
A_i23_M01	0.0	0.0
A_i19_M01	0.0	0.0
A_i25_M01	0.0	0.0
A_i16_M01	0.0	0.0
A_i12_M01	0.0	0.0
A_i27_M01	0.0	0.0
A_i08_M01	0.0	0.0
