"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"K25137",119.247969405024,-21.8075634809149,5.71563466959973,-3.8154229130327,0.000135949893253584,0.0216160330273198
"K19777",79.2765602668736,-21.8555546744933,5.82158024990787,-3.75423059311759,0.000173874742041286,0.0264940291562749
"K00718",145.951509043367,-22.6934994820498,6.06155719250175,-3.74383986842886,0.000181229177733334,0.0264940291562749
"K07012",534.218071244183,-6.86825179436657,1.83491910025593,-3.74308153062913,0.000181777215480446,0.0264940291562749
"K10532",167.41873207688,-22.8840289957003,6.14999801318023,-3.72098152660487,0.000198449956685077,0.0275191078702983
"K21571",172.66445309639,-22.8507990330561,6.14780256859044,-3.7169051507611,0.000201678113573824,0.0275191078702983
"K02481",152.604891476402,-22.6995122219804,6.11529157896084,-3.71192639449543,0.000205687807823157,0.0275191078702983
"K16213",56.933457245587,-21.3759073693195,5.76647627819706,-3.70692713159013,0.000209789272882015,0.0275191078702983
"K02651",55.7521656601884,-21.3346643479805,5.77077876585022,-3.69701650568079,0.000218148163792495,0.0279176442785176
"K23545",75.3354512525325,-21.2273841137037,5.75494182870954,-3.68854885861872,0.000225536720282729,0.0281759802696067
"K23547",56.1977745806286,-21.3415330867541,5.79645465639211,-3.68182524523322,0.000231570125328992,0.0282569406418889
"K10984",55.2383319985351,-21.3795987329453,5.82103509748591,-3.67281735548702,0.000239890947950786,0.0283027373295035
"K21393",34.9795029676228,-20.7652276266957,5.65839762638509,-3.66980707221202,0.000242733596307921,0.0283027373295035
"K07405",129.87194752039,-22.5368821227757,6.18405945636129,-3.6443508154814,0.000268067570889979,0.0305771857491243
"K01278",113.776026419857,-22.3615384981272,6.1851457363891,-3.61536161816972,0.000299928656953018,0.033483524745372
"K00856",110.920705275327,-22.3253067129253,6.20854429086255,-3.59590037004047,0.0003232715150597,0.0341652285182211
"K08485",53.6488454713382,-21.3428835115707,5.93561159717302,-3.59573451904026,0.000323477561625119,0.0341652285182211
"K00325",165.472139688293,-10.4272497037425,2.90124811771999,-3.59405651659223,0.000325569168269688,0.0341652285182211
"K24012",36.9974282423601,-20.7536720203662,5.81355563850736,-3.56987587474001,0.000357150418548838,0.0366507498758408
"K18919",108.840012967316,-22.0372682164697,6.18418015111582,-3.56349066132775,0.000365955720053605,0.0366507498758408
"K19335",45.4430836842573,-21.0658439133201,5.92485954578505,-3.55550097863608,0.000377259540547991,0.0366507498758408
"K02106",100.488270533885,-21.7072412096257,6.10826629410372,-3.55374834109305,0.000379782440463485,0.0366507498758408
"K25010",97.7289063118743,-22.0343349159196,6.21377745919191,-3.54604506849929,0.000391059319820319,0.0366507498758408
"K11203",39.8375210027294,-20.9333384274241,5.90341007805775,-3.5459739626137,0.00039116485478313,0.0366507498758408
"K07221",425.946591322702,-23.9697764639045,6.77508542338167,-3.53792977741385,0.000403277294800948,0.0371181849770839
"K13598",102.694810913373,-21.6343678051559,6.12287544383386,-3.53336728855772,0.00041030202566626,0.0371181849770839
"K26365",59.8895927650605,-20.6112652156878,5.85432946560802,-3.52068761021586,0.000430429380497087,0.0375841966445752
"K07102",74.3480215308745,-21.7801274742701,6.18663845651474,-3.52051079554114,0.000430716459289493,0.0375841966445752
"K21574",106.146645759968,-22.0685075267542,6.27533999188306,-3.51670308784848,0.000436942251823725,0.0375841966445752
"K01798",85.2426936297127,-21.9620512455202,6.26493783357407,-3.50554974828715,0.000455665336630295,0.0380650524073611
"K09704",1051.51842600991,-2.80251080570414,0.800186919429289,-3.5023201925157,0.000461224976222961,0.0380650524073611
"K18197",302.845651998794,-23.6908426772604,6.77509314379957,-3.49675527323809,0.000470953661298805,0.0380650524073611
"K01143",71.3712254321914,-21.7297892124241,6.21487335157068,-3.49641706004071,0.000471551058981985,0.0380650524073611
"K07464",268.147191304465,-11.1242438051374,3.18971213931071,-3.48753847346906,0.000487488780239314,0.0380909340532809
"K01277",79.9439665247895,-21.8728475583715,6.27190742803708,-3.4874315045841,0.000487683824430585,0.0380909340532809
"K02474",37.4387987588017,-20.8452157752022,5.98688938650042,-3.48181074168585,0.000498035556028782,0.0380909340532809
"K25589",33.7376884050155,-20.705861356823,5.94949969104225,-3.48026933894935,0.000500909938951093,0.0380909340532809
"K17680",76.0121426889373,-21.8203577136634,6.28596895937343,-3.47127990206277,0.000517983768220028,0.0386658980998767
"K01266",29.8187336224212,-20.5487475405473,5.92424701484272,-3.46858385362124,0.000523209217665571,0.0386658980998767
"K07591",75.4938750147122,-21.8072296606211,6.29453523275828,-3.46447018790697,0.000531277022531628,0.0387168130169924
"K01034",73.8470886856923,-21.620036201274,6.26566539103274,-3.45055710000346,0.000559430811686267,0.0402100475194225
"K01709",68.9867659168226,-21.685651013766,6.33731360498035,-3.42189961953654,0.000621852672376237,0.0439189432022593
"K07450",562.792193141667,-12.1939858624806,3.56619915721762,-3.41932273686994,0.000627772201290156,0.0439189432022593
"K19172",205.982692483401,-23.1351538780902,6.77510570466565,-3.41472958306145,0.000638453626961723,0.0440785023772126
"K21901",65.1751028561502,-21.5829747972668,6.33047146659014,-3.40937873445503,0.000651110178602197,0.0442824593058121
"K17609",202.189502019539,-23.0754935230703,6.77510644197598,-3.40592339333642,0.000659406792796245,0.0442824593058121
"K23236",60.5967265338071,-21.4946870483858,6.31698986478062,-3.40267872966301,0.000667286946529542,0.0442824593058121
"K21575",186.881975563144,-23.0317814651206,6.77510971840696,-3.39946988645021,0.000675166141502758,0.0442824593058121
"K02392",52.8964830734038,-21.3100893006147,6.27683035271247,-3.39503986935154,0.000686186073547438,0.0443823380824093
"K07059",180.371258341788,-22.981814872028,6.77511128078869,-3.39209408075622,0.00069360619835288,0.0443823380824093
"K11739",126.320084699851,-22.4890562854795,6.64341492102913,-3.38516509247261,0.000711354564624568,0.0449696072359651
"K00134",502.5226425387,-2.39269130895573,0.71110349840395,-3.36475817419835,0.000766107729243115,0.0478543720873646
"K00683",117.053320377812,-22.4049715191411,6.68195756569309,-3.3530550439551,0.000799248098290478,0.049337114961531
"K25314",54.3770618144188,-21.2338818191534,6.34658154438666,-3.34571952958424,0.000820693639888364,0.0500718549824912
"K19155",109.677310623016,-22.3132187375152,6.68393815715922,-3.33833410975164,0.000842823396800561,0.0508309696897994
"K16212",25.4806822918943,-20.1031654209234,6.02803725281651,-3.33494379311119,0.00085316642154277,0.0508446426719684
"K19997",24.1155279170053,-20.2597734468626,6.08720825378886,-3.32825370879209,0.000873922395771141,0.0508446426719684
"K01138",42.3524747615351,-21.007979674091,6.31647949637062,-3.32590008186712,0.000881335160129189,0.0508446426719684
"K03296",47.137009920114,-21.152212317036,6.36037259862132,-3.32562471601444,0.000882206225283363,0.0508446426719684
"K02005",339.019514078291,-8.01965105345625,2.41359329544757,-3.32270191029392,0.000891501262782751,0.0508446426719684
"K07130",48.1813023544892,-21.1957690442538,6.39214691979887,-3.31590767705957,0.00091346000274817,0.0512407325842615
"K21053",53.0599898343809,-21.3246653502884,6.43369465509432,-3.31452866408621,0.000917977675418446,0.0512407325842615
"K07068",100.842519414765,-22.1920953880099,6.7113030541928,-3.30667460682552,0.000944104908372157,0.0521444047813548
"K03195",22.3546780356661,-20.1617908301636,6.12438965760325,-3.29204899710019,0.000994602819272297,0.0537726889568675
"K19824",345.145831420426,-11.4885756977758,3.49824273057322,-3.28409906990453,0.00102308951350941,0.0537726889568675
"K09759",40.2540061079333,-20.9446797045914,6.37909562056323,-3.28333057699833,0.00102588288336196,0.0537726889568675
"K13243",94.3220906130694,-22.111712452969,6.73762742469224,-3.28182475212764,0.00103137683410945,0.0537726889568675
"K03196",22.0556918969498,-20.1458583191769,6.13927919702266,-3.28146964369155,0.00103267639668763,0.0537726889568675
"K00702",30.3164955411365,-21.3026791104968,6.49477097193976,-3.27997387475766,0.00103816699711725,0.0537726889568675
"K03778",388.992175467019,-3.05913518788084,0.933222209978184,-3.27803512943863,0.0010453238562227,0.0537726889568675
"K06919",525.17777207509,-4.89431112826736,1.49696146967206,-3.26949706283326,0.00107738855844181,0.0548840559819823
"K10107",87.3658711171214,-22.0043313962806,6.73948510683883,-3.26498702014371,0.00109469092809214,0.0552292624971103
"K07344",36.1173512273929,-20.7967404054978,6.39320715947795,-3.25294330165207,0.00114216284668785,0.056467087183468
"K08961",90.0912162500206,-22.0072244037941,6.77515622732894,-3.24822390294464,0.00116127849580977,0.056467087183468
"K03203",20.4387499332109,-20.0443761126541,6.17092312510628,-3.24819734524061,0.00116138689793277,0.056467087183468
"K11383",50.1599606403752,-20.6662988103219,6.36333033298913,-3.24771742607523,0.00116334742398993,0.056467087183468
"K03759",83.2999107053711,-21.9334656892594,6.75841382682355,-3.24535700998471,0.00117303459176635,0.056467087183468
"K21905",79.7334129872613,-21.8752886223582,6.76657960408351,-3.23284286926246,0.00122564957405559,0.0584634846824515
"K21637",76.9140509881349,-21.8259104955741,6.77517158497821,-3.22145501731146,0.00127541481733049,0.0602892031219197
"K18840",73.1282843740427,-21.761013758296,6.77517702763212,-3.21187382551705,0.00131872278661844,0.0616549095096771
"K09924",34.0801225887525,-20.7317517964355,6.46662661435079,-3.20596085607098,0.00134612298818802,0.0616549095096771
"K16291",30.7482591864929,-20.6054208287373,6.42798726995058,-3.20557897260672,0.00134791053436153,0.0616549095096771
"K22443",70.3503683688369,-21.7104751738027,6.7751813945071,-3.20441238538708,0.00135338474659453,0.0616549095096771
"K02573",137.799769598395,-10.1645056413294,3.17406576065772,-3.20236139002463,0.0013630587960973,0.0616549095096771
"K21001",67.7184857567239,-21.6632347000968,6.77518588598397,-3.19743768874478,0.0013865436398972,0.061961226860918
"K09689",68.7634656813087,-21.6535198093167,6.77518404582437,-3.19600466391198,0.00139344859340353,0.061961226860918
"K11139",71.658244562427,-21.6142313847688,6.77517927655552,-3.19020803767681,0.00142170411185391,0.0624312652114796
"K22444",65.3025010744004,-21.5895051714909,6.77519028592884,-3.18655333066134,0.00143978940842297,0.0624312652114796
"K03275",63.8302746856021,-21.5784554518786,6.77519313362225,-3.18492108288314,0.00144793488080181,0.0624312652114796
"K21063",63.2354190874844,-21.5577183122672,6.77519434229686,-3.18185977008578,0.00146332651352346,0.0624312652114796
"K20968",63.2693186363196,-21.5574698465176,6.77519427541528,-3.18182312863586,0.00146351164875395,0.0624312652114796
"K07279",62.207045705286,-21.5400757500325,6.77519643936548,-3.17925479250751,0.00147654238196189,0.0624791764367263
"K16139",59.2765576602556,-21.4792180327912,6.7752028644137,-3.17026935763199,0.00152297686125606,0.0639284767280846
"K21907",61.1462894578559,-21.4247207900338,6.7751986831094,-3.16222767657659,0.00156567099622236,0.0647329801803173
"K09688",74.4722026550367,-21.4138316447838,6.77517502305716,-3.16063150721695,0.00157427521774359,0.0647329801803173
"K16140",56.0834929354169,-21.4078362457758,6.77521063038363,-3.15972999418965,0.00157915408101403,0.0647329801803173
"K03200",22.2537834243629,-19.3470169806627,6.12856854471393,-3.15685740307989,0.00159479314548427,0.0648672839872555
"K17948",115.814771844257,-9.91276039104347,3.14465099507829,-3.15226090480564,0.00162011441784756,0.0652026007690177
"K01584",54.1999186877076,-21.3407183842691,6.77521563708862,-3.14982127911126,0.00163370369154242,0.0652026007690177
"K07265",75.9135559352719,-21.3325857983796,6.77517296252438,-3.14864076775262,0.00164031700047843,0.0652026007690177
"K00793",393.129006712789,-3.58323856768223,1.14410582280129,-3.13191183566293,0.00173672019194361,0.067377704852872
"K11740",48.2113637840956,-21.2027954595849,6.77523416504724,-3.12945574176137,0.00175130452521767,0.067377704852872
"K10985",30.0809904401019,-20.4094600869505,6.53222790496295,-3.12442559933406,0.00178152569004744,0.067377704852872
"K16363",46.9739928429124,-21.1602862954734,6.77523861221891,-3.12317949323756,0.00178908603551042,0.067377704852872
"K19052",46.87534182174,-21.1589812742398,6.77523899293553,-3.12298670147311,0.00179025836795905,0.067377704852872
"K05887",46.8101110226359,-21.1532867424681,6.7752391890085,-3.12214611947357,0.0017953780529891,0.067377704852872
"K23546",46.4158072547969,-21.1526771950803,6.77524065009789,-3.12205547928023,0.00179593091308495,0.067377704852872
"K07175",164.954669683439,-10.42363536166,3.33903079005257,-3.12175478965737,0.00179776609098572,0.067377704852872
"K06990",19.564203616183,-19.9401852320256,6.39267440082759,-3.11922428419695,0.00181327877250674,0.0674771185768998
"K19336",45.9483513896075,-21.0541379303403,6.77524240891835,-3.10751064827237,0.00188670188433202,0.0697149632893669
"K01192",323.510882029355,-11.3952394336773,3.68860650096646,-3.08930742021184,0.00200623725690586,0.0729660986066944
"K11381",19.7029715504525,-20.9254249087252,6.77547680625553,-3.08840624904886,0.00201233175171586,0.0729660986066944
"K13244",39.481398236471,-20.9207173771992,6.77527123748738,-3.08780514371815,0.00201640638421397,0.0729660986066944
"K14065",38.5145731701658,-20.8969632370528,6.77527637559874,-3.0842967989193,0.00204033936263167,0.0733264427104682
"K07741",562.062495085782,-5.22388561102367,1.69522024158852,-3.08153801073576,0.00205934181950903,0.0735058947412509
"K01787",24.7749560473951,-20.2900785959197,6.59109130462162,-3.07840957713519,0.00208108674747783,0.0737801497568661
"K21906",35.3277391213323,-20.7823888925869,6.7752953068962,-3.06737757562149,0.00215945896927015,0.0760448403473858
"K09934",35.0802263788949,-20.7659001009216,6.77529694188635,-3.0649431720907,0.00217711359891395,0.0761554336900098
"K00666",26.5000596081702,-20.3955678500526,6.6600894977357,-3.06235642283586,0.00219601797051666,0.0763079886841119
"K05568",97.4954895563431,-9.66365013969791,3.15769691981533,-3.06034758404333,0.00221080254140588,0.0763163219391886
"K19118",296.947033705153,-11.2714382268347,3.68877643728456,-3.05560350931215,0.00224608059114344,0.0770273520374486
"K22905",29.944396283458,-20.5562240339614,6.77533645304449,-3.03397833840775,0.00241351758867666,0.0822319921284834
"K18910",31.057839608389,-20.5371952696511,6.77532689293635,-3.03117408121846,0.00243604755061579,0.0824641386972972
"K07263",397.851704684324,-6.24987689088746,2.06657604595697,-3.02426658971233,0.00249236708791064,0.0836803480394694
"K17752",43.5902698781062,-20.4807272706923,6.77525194932264,-3.02287316012504,0.00250387166803825,0.0836803480394694
"K18574",23.5868507601794,-20.2253014241029,6.70154250563771,-3.01800688529369,0.00254443123564263,0.0840857399493553
"K17245",359.057748327591,-8.10271309936205,2.68589857158898,-3.01676064207014,0.00255491466303786,0.0840857399493553
"K07266",27.561613383278,-20.4322839989167,6.77535979141624,-3.01567512692132,0.00256407821457916,0.0840857399493553
"K16346",39.7061851271178,-20.4147679736964,6.77527002918056,-3.01312979198933,0.00258568305235631,0.0842675712777239
"K07314",29.4926951400175,-20.3677582163649,6.77534058052504,-3.00616005561547,0.00264569696143698,0.0846710694290684
"K17244",412.318725989622,-7.30197487176643,2.43023965514219,-3.00463160343715,0.00265902697614179,0.0846710694290684
"K12516",25.7666975240924,-20.3557280996785,6.77538024163206,-3.00436689510067,0.00266134179029329,0.0846710694290684
"K21065",34.6146425911879,-20.3545033942451,6.77530003044515,-3.00422170277052,0.00266261224619712,0.0846710694290684
"K13734",24.7174535460071,-20.3070411256136,6.77539345345568,-2.99717518474979,0.00272494072892157,0.086131108461756
"K08222",24.1974703029942,-20.2647568012838,6.77540074845456,-2.99093109819462,0.00278128241125005,0.0873855617474792
"K16055",28.6378657650341,-19.7769618123995,6.63233197692901,-2.98190167217126,0.00286463988030647,0.088899753835345
"K00978",25.4038202865805,-20.1942734863958,6.7753846833457,-2.980535339349,0.00287745035317385,0.088899753835345
"K12661",22.9180318658347,-20.1923188839074,6.7754192002462,-2.98023167085716,0.00288030458395438,0.088899753835345
"K12979",20.920004764957,-20.15145981499,6.7754527283508,-2.97418646737353,0.00293766498137021,0.090139930744149
"K10709",20.8380004145953,-20.0476348274608,6.75582098631075,-2.96746093007543,0.00300270441577073,0.0915999422648198
"K02671",20.8094461968116,-20.0654939973861,6.77545508826738,-2.96149760215107,0.00306146877339921,0.0927315470753982
"K13626",20.6994632141715,-20.0561979136449,6.77545714964431,-2.96012467803708,0.00307514564343802,0.0927315470753982
"K14379",20.1309347185124,-20.0354909460987,6.77546811629659,-2.95706371902314,0.0031058392816114,0.0928487864433392
"K00098",20.3394322060516,-20.0217120115439,6.77546382111461,-2.95503194174687,0.00312636680900668,0.0928487864433392
"K21557",20.1606486752966,-20.0178789372476,6.77546739607563,-2.95446465417899,0.00313212029740252,0.0928487864433392
"K00844",19.4336776183621,-19.9684884518601,6.77548279643841,-2.94716834973837,0.00320698555910257,0.0940813344564144
"K21681",19.3810075162581,-19.9605846099041,6.7754836004724,-2.94600146453198,0.00321910875988528,0.0940813344564144
"K01195",218.431139196346,-7.3858254241175,2.50881899563447,-2.94394511400359,0.00324057463058398,0.0940813344564144
"K12517",19.0428300572994,-19.9382626769447,6.77549092966546,-2.94270376625375,0.00325359588168443,0.0940813344564144
"K25196",21.6689784936114,-19.9287191295347,6.77543948720997,-2.94131755838927,0.00326819298395744,0.0940813344564144
"K23003",18.5402578870609,-19.9112722787335,6.77550250968931,-2.93871520972199,0.00329575758241379,0.0940813344564144
"K11473",18.4851609834132,-19.9090755917325,6.77550371370109,-2.9383904773712,0.00329921203353921,0.0940813344564144
"K01134",18.4180022403926,-19.8901401134802,6.77550528245369,-2.93559510092761,0.00332908547588017,0.0942619342135085
"K09132",18.1965472830102,-19.8823461847619,6.77551068012856,-2.93444245362544,0.00334147508361208,0.0942619342135085
"K21279",17.2103126478317,-19.8275057683255,6.77553612152319,-2.92633754919281,0.00342978578347766,0.0962357540422848
"K06151",17.0773945933635,-19.8009394793439,6.77553975421822,-2.92241506914877,0.00347328332792256,0.0969378596894132
"K21000",16.8063544368053,-19.7789195033189,6.77554745460751,-2.91916182947974,0.00350973968999332,0.0974370590126718
"K07352",16.3634918159305,-19.7407007513169,6.77556019835907,-2.91351566119917,0.00357383910201886,0.0984441651688353
"K12985",16.2654926765658,-19.7349745067808,6.77556333286208,-2.91266918147816,0.00358354022245998,0.0984441651688353
"K09939",16.001626394569,-19.7173590672337,6.7755717096737,-2.91006573498183,0.00361352746198467,0.0985273090014081
"K19119",319.603990567589,-11.3775455556786,3.91399213362512,-2.90689024587812,0.00365041252301182,0.0985273090014081
"K19117",329.006613716901,-11.4193774269061,3.93072318447708,-2.90515940476365,0.0036706610529781,0.0985273090014081
"K04516",15.5458787444611,-19.6757869178119,6.77558632730805,-2.90392387718704,0.00368517748707543,0.0985273090014081
"K19161",15.6248846164847,-19.6697208627342,6.77558368286138,-2.9030297290089,0.0036957155277398,0.0985273090014081
"K11472",16.0126136431309,-19.6676653783119,6.77557117943103,-2.90273171921182,0.00369923382376165,0.0985273090014081
"K22721",15.3121856373633,-19.6531274867508,6.77559436145971,-2.90057616178145,0.00372477308503969,0.0986976851548377
"K21556",17.4432184022183,-19.6424299757511,6.77552985110747,-2.89902493345824,0.0037432512570636,0.0986976851548377
"K15530",15.0754582986795,-19.6225110372045,6.77560252822366,-2.89605403437809,0.00377887326842112,0.0991387401970281
"K15725",16.9317458197952,-19.5895572045602,6.77554376744375,-2.89121550637565,0.00383754866902253,0.0995522345190452
"K03836",20.7296728296672,-19.5827522281342,6.77545624028465,-2.89024849894263,0.00384937406429282,0.0995522345190452
"K18351",14.540743386201,-19.5820263029224,6.77562227693092,-2.89007053560138,0.00385155395604463,0.0995522345190452
"K22304",14.3749223515745,-19.5715097359477,6.77562863169329,-2.88851570825489,0.00387064695655677,0.0995553165737911
"K01337",13.7547868940095,-19.5056446261405,6.77565388024953,-2.87878409536205,0.00399211534628973,0.102178679131621
"K15726",13.2099954202852,-19.4530350454876,6.77567808572672,-2.87100933653656,0.00409163439784261,0.104217503327574
"K01218",294.846270062841,-11.261402894546,3.94494115551196,-2.85464407468064,0.00430850844538004,0.109211322767677
"K11735",18.5757136262232,-19.2733795702131,6.77550152153841,-2.84456870224966,0.00444715942411246,0.112183872588068
"K11474",17.6650136562532,-19.257106545459,6.77552393981944,-2.8421575536448,0.00448093412194451,0.112495030324607
"K02217",516.240691583393,-3.89335392123853,1.37136189795924,-2.83904192396794,0.00452492114336583,0.113058386853526
"K17204",14.9504368482149,-19.1383030388367,6.77560705390907,-2.82458868800475,0.00473413446054486,0.11772513513971
"K22131",14.8158238873582,-19.0241795939998,6.77561192463665,-2.80774338991086,0.00498899636911898,0.123477660135695
"K20950",14.611084113059,-19.0065587784701,6.775619614967,-2.80513958258306,0.00502947943222243,0.123895204605029
"K07471",14.2328707715871,-18.9851025911938,6.77563401708689,-2.80196695147891,0.00507920765266867,0.12453552595118
"K12521",13.7497558083755,-18.9154954260074,6.77565409382377,-2.79168552055358,0.00524342895500006,0.127964054543653
"K02194",193.701559076874,-6.62722758142821,2.38019762152685,-2.78431821017322,0.00536403805542104,0.130301424429603
"K01046",212.459831089866,-5.17375431697895,1.86057569885411,-2.78072766411244,0.0054237215134635,0.131144086549046
"K07496",2954.9163473868,-4.37843368123792,1.58348442329138,-2.76506267875818,0.00569118591798692,0.136980057393015
"K18479",540.826392316628,-5.37009528524742,1.94466593432165,-2.7614487354717,0.00575455499417872,0.137872831298885
"K16211",67.0868584616585,-9.12600673427377,3.30738207970448,-2.75928408461631,0.00579281529936501,0.138158644889855
"K00337",179.612837443636,-6.51784195721363,2.36867580439941,-2.75168173926878,0.00592901110007813,0.140767064443936
"K00341",230.541290217563,-6.14081081551252,2.2432237323586,-2.73749369130286,0.00619093074896066,0.146323484863948
"K04014",189.187603420427,-10.6213598063996,3.88337491607747,-2.73508482594001,0.00623642026461488,0.146737655284459
"K02814",129.240388258322,-10.0717855546753,3.69199686741012,-2.7280049025991,0.00637186610093554,0.149255274248253
"K08978",104.742535606403,-9.76813345523994,3.58631131731583,-2.72372713659195,0.00645498124823816,0.150530162708914
"K19131",100.700367253338,-9.71191353785399,3.63183667887056,-2.67410525213216,0.00749289309755524,0.173396913401351
"K07775",143.956733506938,-6.19852542882202,2.3183202643571,-2.6737140351663,0.00750163890644305,0.173396913401351
"K14988",32.0394874247635,5.98846273967033,2.257753806956,2.65239846843364,0.00799221607187272,0.18392613039086
"K20114",48.6849685836751,-8.66532170468584,3.27762951908879,-2.64377705113385,0.00819866388221533,0.187853228777222
"K15773",203.258398732116,-8.28186639417586,3.13971781966652,-2.6377741153361,0.00834521491351201,0.190379750657381
"K02121",151.244938344534,-10.2982709055171,3.92469386598157,-2.62396794684558,0.00869119639351745,0.197414318081325
"K03644",288.708211032531,-3.61171531598782,1.37738546636121,-2.62215291521063,0.00873762169579836,0.197613366542474
"K02199",319.651537626066,-5.12595388698291,1.9573371313196,-2.6188405691395,0.00882291719951598,0.198373322097496
"K03197",16.913963299711,-17.7198894110322,6.77554427594279,-2.61527173159334,0.00891564937534787,0.198373322097496
"K19133",78.0899639843269,-9.34518279988356,3.5734664082594,-2.61515898912158,0.0089185929925524,0.198373322097496
"K20345",94.9568925666531,-9.62673495877401,3.68133596484838,-2.61501124882268,0.00892245168953858,0.198373322097496
"K07114",153.095707075409,-10.315842228801,3.95114770410453,-2.61084702505166,0.00903182847712925,0.199957822867077
"K04070",100.220701086004,-9.70483801610808,3.73922023126744,-2.595417604707,0.00944760520203453,0.208283968466702
"K00971",633.567597812335,-6.01405673731986,2.31867729942534,-2.59374460551729,0.00949369801223821,0.208424407825163
"K03465",52.6481146412425,-8.77657647603279,3.3943008412872,-2.5856801993734,0.00971870563966678,0.212475202047215
"K09895",107.288923303567,-7.36034045381523,2.87579947727898,-2.55940670132517,0.0104850996044056,0.228279326241976
"K19132",85.5130012319793,-9.47604379153738,3.70702495977687,-2.5562395436657,0.0105810250448928,0.22941586120063
"K00595",158.949871325703,-10.3698018813082,4.07150917164696,-2.54691846294269,0.0108678823075213,0.234665755010554
"K01267",139.425832153117,-5.41498596690282,2.13631861439628,-2.53472769951643,0.0112534764273824,0.241995863993752
"K03113",190.790529083461,-4.86619270939082,1.93753091732496,-2.51154325635706,0.0120204553226963,0.2574339962375
"K14989",33.1501371491766,6.42225171253788,2.56055580669843,2.50814752630551,0.0121365984519527,0.258793183445213
