"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"K17465",233.471877797349,0.223636324518195,0.574969933846445,0.388953076245411,0.697310858242054,0.833829505161349
"K03705",1243.21890460629,-0.0703536627690508,0.181073340213538,-0.388536836433697,0.697618799451187,0.833835482522605
"K00690",150.03974750998,0.218776144475005,0.56314630928033,0.388488996322446,0.69765419556162,0.833835482522605
"K03825",63.7355702862794,-0.186403671472665,0.481603628053828,-0.387047897097302,0.698720749212133,0.834907775240389
"K03738",122.249742697781,0.348575998945427,0.901548043891448,0.386641623047432,0.699021539149581,0.835064751931237
"K03073",1642.12876536324,0.0436115619274852,0.112872270474277,0.386379770197181,0.699215430139081,0.835093979926225
"K06891",148.266828650446,0.266972307002191,0.691632302981933,0.386003235897392,0.699494272288385,0.835148780288479
"K01934",1487.90491212045,-0.0489986111413044,0.126985388131991,-0.385860230551679,0.699600185394832,0.835148780288479
"K11646",0.634131796412694,-1.15531223615253,3.00023667627569,-0.385073699447828,0.700182813161756,NA
"K07713",188.710695036337,-0.25349108630368,0.658985703432002,-0.384668567138098,0.70048298630471,0.835869712800601
"K11645",395.916436312607,0.263684052184373,0.685628759728789,0.384587210560825,0.70054327116642,0.835869712800601
"K00287",1508.95803932511,-0.0462926716034419,0.120456124435915,-0.384311481215472,0.700747599411796,0.835911161060199
"K00111",494.21942734636,0.144510020846106,0.376677566958098,0.383643820398206,0.701242456742072,0.836137565112724
"K02881",1654.33335486113,-0.0456967284574974,0.119126710299532,-0.383597669595655,0.701276667513898,0.836137565112724
"K19224",27.5067099943715,-0.551217601448326,1.44411609041572,-0.381698954195329,0.70268467588944,0.837613728526977
"K23302",0.427308353929778,1.15312126564402,3.02694839777544,0.380951742187434,0.703239057387381,NA
"K11991",1374.71721463441,0.0563952215627425,0.148494356238969,0.379780235364545,0.704108554956205,0.838983035677306
"K09775",264.848287125586,0.155356425134188,0.409164006418073,0.379692306012491,0.70417383213573,0.838983035677306
"K09808",463.662468793351,0.223298148765303,0.588617613242927,0.379360290520472,0.704420334150861,0.839073906967036
"K14089",23.6519307503472,-0.430297903434127,1.13672617363274,-0.378541387904341,0.7050284539649,0.839477277195344
"K25010",323.03569060102,0.33884934238876,0.895371339370409,0.378445598478756,0.705099599835408,0.839477277195344
"K07037",331.559402234408,0.257234145040668,0.680488146926074,0.378014144996729,0.705420086100949,0.839656026175217
"K06370",0.607304995298447,1.13676675558813,3.00774963822392,0.377945937102462,0.705470756125364,NA
"K03644",252.641240935172,0.212444405183106,0.562819922757933,0.377464259157858,0.705828620400397,0.83993946643012
"K03331",0.38156897584293,-1.13859059160611,3.02023616111788,-0.376987272142548,0.706183063657664,NA
"K03501",1627.64123195437,0.0529528373802454,0.140484045571388,0.376931324584734,0.70622464178631,0.840207883023105
"K09164",1.0284476030007,1.11932106217057,2.97160039589896,0.376672806920918,0.706416773812127,NA
"K21469",4.37287087518396,0.478849844536126,1.27138021712624,0.376637797321161,0.70644279461534,0.84026460778451
"K02236",0.605565975475055,1.13149871343115,3.00789468607587,0.376176306527311,0.70678582863015,NA
"K00180",293.479181289285,0.190859661523573,0.50741183769101,0.376143493995103,0.706810221016139,0.840498812880229
"K04066",1704.80589686398,-0.0375306764383442,0.0999298534160151,-0.37557021405907,0.707236438009306,0.840802798588487
"K02672",0.955498368923741,-1.11561630829344,2.97328184038335,-0.375213776622536,0.707501485176241,NA
"K04016",2.32201975690723,-0.509743091007966,1.36041084538661,-0.374697903017013,0.70788515198172,NA
"K11811",0.895776471570198,-1.11597131057625,2.97848263622931,-0.374677796338957,0.707900107272812,NA
"K07284",3207.71773877418,0.131055123332825,0.350726277418132,0.373667819524634,0.708651470068931,0.842281913665242
"K03300",343.189036141415,0.278677232343155,0.746270700977527,0.37342646840901,0.708831062981972,0.842292263606109
"K00674",398.56472307469,-0.169615537390216,0.454754165574402,-0.372982921829805,0.709161154713678,0.842443568521132
"K22013",10.4707220171563,0.412373411850224,1.10616350498877,0.37279607398945,0.709300225068512,0.842443568521132
"K00887",149.862216324556,0.185316292944444,0.498183353011197,0.371984113528336,0.709904677561782,0.842958360805113
"K11618",25.2534500278798,0.23379488296177,0.629605026091093,0.371335795098852,0.710387440175871,0.843328442347512
"K01226",58.967429422169,-0.192758824588736,0.520143517404313,-0.370587766912227,0.710944594890601,0.8437866381449
"K03154",1203.62072309426,0.0649807389099318,0.175550186526867,0.370154769957974,0.711267175125698,0.843966274962582
"K09981",1.07108610236711,-0.881554071445126,2.39337278285896,-0.368331284519781,0.7126262280347,NA
"K09702",220.527796205486,0.204712036947607,0.556867120421402,0.367613797691439,0.713161225132956,0.846010030969998
"K25135",37.7739768712639,0.358394573575494,0.978354138155249,0.366323971656389,0.714123344127457,0.846947536863387
"K07150",517.572186374364,0.127951189341138,0.349538785565607,0.366057200588178,0.714322393269719,0.846979811505038
"K22430",1.65372124126037,-0.747336287371502,2.05253734453453,-0.364103624892137,0.715780630076541,NA
"K01593",50.2341008724186,0.237146368831298,0.651894371373193,0.363780359587639,0.716022030030744,0.848762211781083
"K01619",1223.43875573672,0.0580272143781691,0.159598612552534,0.363582198179001,0.716170022072941,0.848762211781083
"K15726",175.871476090201,0.351494530903482,0.97005157090079,0.362346231321582,0.71709331440588,0.84965215065062
"K01803",1616.718499149,0.0385326816858755,0.106725456835069,0.361044898082966,0.718065883704663,0.850444456776125
"K01609",611.519338279195,0.0728826596546652,0.201896739262042,0.360989780820932,0.718107086448008,0.850444456776125
"K13016",1.09803743183927,-1.06410772240527,2.96224657604294,-0.359223209509701,0.719428115140933,NA
"K01308",75.6198311649276,0.3871678941386,1.07824988651044,0.359070656053208,0.719542232850511,0.851905700819344
"K22015",47.2665362574238,0.361025751957348,1.0059856015047,0.358877653335539,0.719686617612446,0.851905700819344
"K02948",1472.64175167996,-0.0470834344204277,0.131363414842539,-0.358421212457557,0.720028119467831,0.852105080973682
"K17810",256.551727858019,-0.237646818103792,0.663853634777216,-0.357980744028832,0.720357723964668,0.852105080973682
"K09807",217.9645365098,-0.170649127977221,0.476727577347237,-0.357959421871087,0.720373680750119,0.852105080973682
"K09814",0.370251648312434,1.0836767914078,3.02947902591709,0.357710610351475,0.720559891920847,NA
"K17724",0.49645342771173,-1.07382574958491,3.01173781610479,-0.356546889255367,0.721431043610631,NA
"K01355",10.4629482663526,-0.413050375816458,1.16108812846713,-0.355744207256488,0.722032135259768,0.853861898919241
"K06867",9.92741983994612,-0.331133417000792,0.931749658951027,-0.355388825549542,0.722298319130045,0.853942698295861
"K00737",1.9557910762387,-0.858479490061518,2.41574212593487,-0.355368845393336,0.722313285432641,NA
"K06188",152.321070554729,-0.278739167011446,0.78475985858836,-0.355190398643537,0.722446957170571,0.853942698295861
"K15876",129.647510879671,-0.333488430131018,0.940601927732775,-0.354547891407003,0.72292831968624,0.854306805977818
"K22297",0.947706545401556,0.496905061408648,1.40182155311894,0.354470981205186,0.722985947694732,NA
"K17243",1.88538997702943,-0.545879073819799,1.54117422206789,-0.354196862368589,0.723191354843933,NA
"K02517",345.709638717639,-0.167575896569483,0.47315659072976,-0.354165829775354,0.72321460994436,0.854440271432347
"K08264",0.917231368828831,1.00380303931658,2.83823747471596,0.35367126544513,0.723585259381796,NA
"K07029",2399.54133261362,-0.0664823698630223,0.188010336689059,-0.353610184598383,0.723631040700036,0.85466080825267
"K21345",32.3364803158112,-0.448093428639497,1.26775579054935,-0.353454057934398,0.723748065255964,0.85466080825267
"K22597",1.85713104716473,0.412467253018744,1.16728176645394,0.353357059856909,0.723820773302594,NA
"K02996",1471.31336344922,0.0417747210487483,0.118877579317875,0.351409586975557,0.725281091097028,0.856265987549042
"K23301",0.744912854812183,-1.0512727877928,2.99265498395549,-0.351284325600173,0.725375052948285,NA
"K13924",0.837836296676733,1.04892303126835,2.9871600965464,0.351143894992793,0.725480398555267,NA
"K17838",0.996629969230307,1.04195891972528,2.97288533518404,0.350487422906533,0.725972927382889,NA
"K14358",2.14004118857196,-0.638466134137568,1.82281202969196,-0.350264384773378,0.726140291162791,NA
"K18907",144.404970595088,-0.289993578163572,0.830129502657162,-0.349335347358853,0.726837564610388,0.857898073746313
"K17464",60.9408973806204,0.329937370338887,0.946458071657589,0.34860220459745,0.727387972417238,0.858342187226374
"K18555",275.508397348704,-0.139945014885784,0.402188980416572,-0.347958352167766,0.727871461439264,0.858397135007242
"K09924",143.530292965455,-0.374207145711954,1.07653801669965,-0.347602351154456,0.728138840307148,0.858397135007242
"K03839",566.324498984986,0.128389328549625,0.369377285249995,0.347583172210307,0.728153245824774,0.858397135007242
"K02815",41.1399094453346,0.23954135366148,0.689354323461657,0.347486547206379,0.728225823397264,0.858397135007242
"K01163",681.923046052109,0.101939942937608,0.293453063164472,0.347380742386301,0.728305298965365,0.858397135007242
"K07566",1825.77961631808,-0.0396334118329793,0.114951574640367,-0.344783548698441,0.730257101818486,0.860491813259221
"K12070",0.586173231381247,-1.01159478671236,2.93457997645197,-0.344715357846686,0.730308371161516,NA
"K12132",2307.3410828523,-0.0946655575498579,0.27506532401982,-0.344156639471708,0.730728489362265,0.860606883373089
"K21745",927.965850877752,0.0862275062406611,0.250686933554224,0.343964900835208,0.730872682396248,0.860606883373089
"K08281",494.326373064311,-0.143659282868704,0.417666296167416,-0.343957087720384,0.730878558287635,0.860606883373089
"K04093",0.588603490550682,-1.02401203408092,2.98455614240274,-0.343103625873338,0.731520503465326,NA
"K19137",109.573042979429,-0.221042694036048,0.644282455079077,-0.343083522286692,0.731535626972296,0.860688602189122
"K02530",85.0354366084247,0.190059306556263,0.554304873406608,0.342878649773021,0.731689754218345,0.860688602189122
"K00833",378.950629922318,-0.170807101094482,0.498833156225251,-0.342413287815522,0.732039889996009,0.860688602189122
"K03702",1385.16822243328,-0.0333739231945628,0.0974814691621501,-0.342361717374702,0.73207869474758,0.860688602189122
"K24089",3.64509444847788,-0.498833008321182,1.45814646966856,-0.342100755100801,0.732275069215636,0.860688602189122
"K03584",1613.46953431518,0.0376048863961315,0.109941604535064,0.342044183866153,0.73231764145975,0.860688602189122
"K08302",49.7839465497714,0.250185395183449,0.731961329243224,0.34180138374539,0.732500368162086,0.860688602189122
"K19295",57.9493907791406,0.178547592067615,0.522401039530945,0.341782612507682,0.732514495666311,0.860688602189122
"K01548",453.631378309598,0.137008793775889,0.400873133684134,0.341775944216418,0.732519514340306,0.860688602189122
"K10979",22.0714589432049,-0.22671815428856,0.664300262043595,-0.341288672069922,0.732886274922008,0.860914311032073
"K19075",36.9470658909038,0.261565397578199,0.767470374838287,0.340814976256658,0.733242875325609,0.860956739762193
"K00075",1717.11868737026,-0.0532927358550995,0.15644100971576,-0.340657069089032,0.733361761372068,0.860956739762193
"K18954",3136.13055817899,-0.222240028386075,0.652601744819808,-0.340544643268519,0.733446409060955,0.860956739762193
"K06208",5.07603324587197,0.528359339534475,1.5541521638341,0.339966286332614,0.733881916970717,0.861262849702063
"K01847",260.482992838229,-0.195731517752103,0.576479717676668,-0.339528888441975,0.734211338348391,0.861277414043081
"K03491",264.746821356016,0.151248151518074,0.445521304102891,0.339485789175963,0.734243800732203,0.861277414043081
"K11534",57.0159347604959,0.255393447266828,0.754180829342776,0.338636885651666,0.734883291939034,0.861568788553359
"K07280",6.52622314425767,-0.36754219045587,1.08548011522179,-0.338598731843902,0.734912038070491,0.861568788553359
"K25672",143.264018447341,0.243608909572914,0.719756927654482,0.338459971989124,0.73501658670458,0.861568788553359
"K09459",103.096791616675,0.343944110649861,1.01845515619798,0.337711590497363,0.735580539466557,0.862024840473291
"K11603",0.555306013377613,-0.850399199117811,2.52054570852509,-0.337386938170395,0.735825229866342,NA
"K03226",0.588709795801479,-0.997532465026971,2.95735672695302,-0.337305424109161,0.73588667121012,NA
"K00275",177.807042572135,-0.174287374982918,0.516805479578284,-0.337239796925406,0.735936139024172,0.862236565070156
"K03317",2.44439898839538,-0.356862114481813,1.05982086619313,-0.336719275742947,0.736328531132812,NA
"K07031",121.093831292344,-0.281684306364683,0.836805066748271,-0.336618786809305,0.736404292101653,0.862580027511655
"K03929",52.7672835268431,-0.486490106250359,1.44672372636417,-0.336270220350213,0.736667104405367,0.862682859970077
"K01223",1271.82349757897,0.0965424328848405,0.288175186212297,0.335012997315176,0.73761528176348,0.863588057912634
"K00337",270.669489961098,0.20955356742247,0.626652495314014,0.334401552677874,0.738076567914598,0.863922916943969
"K18014",119.685253402509,-0.260940351198852,0.781515351075832,-0.333890243921175,0.738462381967547,0.864169297416438
"K01235",193.364130081067,0.273107733758228,0.819141894601212,0.333407112440741,0.738826995052937,0.864390756851632
"K14340",63.4129083917274,-0.301896279606736,0.907887083023544,-0.332526241701037,0.739491927937296,0.864963386996425
"K02705",1.13154894155442,0.984013583772358,2.96185343833029,0.332228992507841,0.739716353038198,NA
"K07739",8.12477012176548,0.751124064687603,2.2613919141146,0.332151211826407,0.739775081624898,0.865089294740005
"K01712",348.011196063167,0.193926750260753,0.586992909812515,0.330373241344079,0.741117957828176,0.866311083691782
"K15371",1.11637541419436,0.486187407793253,1.47217852483616,0.330250305646432,0.741210838646533,NA
"K17202",13.134456208357,-0.460016681451461,1.39336519580366,-0.330147963245297,0.741288163620215,0.866311083691782
"K20074",1999.34705372649,0.0743294806498422,0.225195143992079,0.33006697805374,0.741349353969991,0.866311083691782
"K14742",1441.53382513681,0.0508539136431855,0.154178793383747,0.329837278701562,0.741522917852633,0.866311083691782
