SampleID	stool	Unknown
A_i05_M02	0.0	0.0
A_i09_M02	0.0	0.0
A_i08_M02	0.0	0.0
A_i02_M02	0.0	0.0
A_i06_M02	0.0	0.0
A_i31_M02	0.0030000000000000005	0.0030000000000000027
A_i12_M02	0.0	0.0
A_i19_M02	0.0	0.0
A_i26_M02	0.0	0.0
A_i20_M02	0.0	0.0
A_i30_M02	0.0	0.0
A_i14_M02	0.0	0.0
A_i25_M02	0.0	0.0
A_i22_M02	0.0	0.0
