featureid	rab.all	rab.win.n	rab.win.x	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
unclassified_Pasteurellaceae	2.53527639495913	3.36912809821947	1.19635025492639	-1.43064071423376	5.12819268560273	-0.241774510227899	0.386845051371029	0.438614723865521	0.939485534929088	0.466578073192506	0.959132163455153
Enhydrobacter	1.03227347803844	0.527634705670944	1.46536250959676	0.782502208960405	4.85576134182821	0.154185245811167	0.429208480168586	0.50063084635933	0.94514242035172	0.50853019428968	0.955416059671412
Pseudomonas	0.365985717420991	0.251650980588568	0.503594945512299	0.185864004506923	5.45364180259554	0.0317216169486084	0.488839286873359	0.64521033971205	0.954258119928466	0.6120913871732	0.965101889806486
Sphingomonas	-0.123534964845783	0.108294201009692	-0.295301815321194	-0.316051550777438	4.92830823690253	-0.0558615452639464	0.472686736393598	0.570717965387702	0.947308578202163	0.56156448199189	0.964999837745506
Scardovia	-0.436492994155689	-0.687062068487706	-0.186549184637092	0.429249251299789	4.12705530316361	0.0916715497907705	0.445930886379684	0.475748354044126	0.935624043858047	0.454933567680384	0.940734359396385
Lachnoanaerobaculum	4.25062385863025	4.76225611161393	3.82802280532688	-0.584171291492622	3.90558646325848	-0.135938933373847	0.43191965005746	0.640320609210053	0.955349560891071	0.539728241636836	0.9610186593556
Atopobium	1.11375014480941	1.06445369022893	1.1704876026483	0.298068623947974	4.69937560048648	0.0545761155245677	0.474916390564329	0.583106582094387	0.950134676380111	0.661632299282935	0.97142288721107
Campylobacter	2.93259520350252	2.49209728105277	3.20599000891262	0.639027375106153	4.56459821090081	0.122361355550789	0.434782615567119	0.570713564195309	0.951387824691733	0.671866752973273	0.972720879939341
unclassified_Clostridia_UCG-014	3.28144351449532	3.83948367381615	2.26821083942867	-1.08521057737859	5.86204234605257	-0.179462837223375	0.412946437890179	0.46541348202709	0.937736018488448	0.487727195430063	0.962592737549397
unclassified_Microbacteriaceae	-0.274611414583863	-0.110000665289061	-0.419606910399208	-0.304709141758347	4.08710248393314	-0.055573718864268	0.469866074567913	0.476294373977682	0.938717822200121	0.513367315202908	0.945290041717296
unassigned	0.813281880035507	0.14145783972409	1.51494978406388	1.28206106953016	4.61041025176675	0.246982317296806	0.383500570172078	0.391819075356544	0.92789572799359	0.353189910194112	0.929220047975521
Lautropia	2.14682960278874	2.82324809724862	1.44355999860674	-0.910358915172781	5.30724774975628	-0.133802110986246	0.440356750970985	0.601215294798614	0.952870552980432	0.585298975039484	0.96579658053677
Lactobacillus	0.0151140655412227	0.0823267008556758	-0.0538819517300242	-0.167351517963213	4.45385817855563	-0.0370427950387557	0.487723215560829	0.520249809570717	0.948072523753998	0.550115220006526	0.965311632113559
Massilia	-0.487879202850756	-0.737712494614044	-0.312201222360883	0.505926896416279	4.63987972369924	0.104318622123742	0.449275367627019	0.477577172031088	0.920891600388374	0.488257272507537	0.934331785819318
unclassified_Absconditabacteriales_(SR1)	1.28912450550007	2.28034232316721	0.542824541507721	-1.52196488932283	5.99092666723562	-0.243125911991893	0.378348227707866	0.366664051322432	0.93475358103672	0.317743176915154	0.94421121654242
Abiotrophia	2.83100044989973	2.93816087394059	2.63145152121672	-0.280428764359304	5.86293944856312	-0.0392121107194705	0.483835007250095	0.645007175526727	0.956932316555432	0.784594858734633	0.977903839902011
unclassified_Planococcaceae	-0.411203961233356	-0.551273403832732	-0.242733885179908	0.426539166523416	4.25204916460332	0.0907772920545258	0.448660719671578	0.451392056336958	0.938413779790815	0.475003328981364	0.955233982365742
Solobacterium	1.58818215476128	2.62671122684464	1.06196992635852	-1.25365010989614	5.23659164208743	-0.199035203962383	0.411371246935239	0.475730857820428	0.945038341586072	0.428308165909735	0.95706388496054
Blautia	-0.121333997886945	0.234138579337189	-0.458814690131973	-0.891824966158944	4.25049828059285	-0.201020125669723	0.40625001008595	0.446893927884153	0.91394436312265	0.444772420613739	0.928842990178974
Duganella	-0.287029867214025	-0.298322487707177	-0.255083203776099	0.114032368526382	4.29631802938696	0.0213676332617416	0.486607144248336	0.496500531738375	0.943138530362874	0.510317176239452	0.952703751896667
Johnsonella	0.845477751674712	1.68649389126203	0.171383613911462	-1.47969942517734	4.92228014232728	-0.269067145927993	0.356744720734589	0.283314585967338	0.891261095973323	0.255518461314578	0.898298973135357
Ruminococcaceae_CAG-352	-0.424877306656154	-0.416296545666833	-0.430026068496741	-0.0705064294857172	4.28187329064215	-0.0112388599994524	0.494419643436463	0.4846160401651	0.93091180564991	0.512302757504976	0.944773315707061
Pedobacter	-0.371500055502852	-0.365537753274068	-0.381487445985763	0.00435104141641229	4.16680096387704	0.000855277699835996	0.498883928687279	0.515559287484214	0.93907625154338	0.531699190233315	0.954636880682245
Kocuria	-0.423559537335586	-0.689794773721835	-0.211068795408319	0.624168638677833	4.63841878889829	0.116280055615504	0.44308036312876	0.471374974584437	0.931476171563751	0.50228165366706	0.942904384519097
Paracoccus	-0.281808262295585	-0.581199454415843	-0.0141520107392701	0.727549094963426	4.52758676462629	0.133440082183908	0.428093653089565	0.461664856694232	0.932081978651597	0.478168887208872	0.930009428493914
unclassified_Comamonadaceae	0.386219637794661	0.333832684896024	0.435822078868011	-0.0282852598533445	4.85888359053559	-0.00649904048072391	0.49832775937052	0.56007779524574	0.952626387658456	0.595677616826692	0.968406074468906
Lachnospiraceae_ND3007_group	-0.377581381258051	-0.331937982109215	-0.407505639254902	-0.092759531637931	4.47635764754194	-0.0204055136532455	0.487723215560829	0.483957198372204	0.941219821507957	0.504344701627944	0.955599386384842
Fluviicola	0.182007656115145	0.147328623187357	0.217470990642735	0.220592032758984	4.64157765115807	0.0417126736439256	0.478794645062252	0.527211641660816	0.947269898365449	0.553251800366157	0.959651418832338
Oribacterium	2.41008784611492	2.37981175659601	2.44936506758604	-0.238284122095536	4.22285890608367	-0.0439814636003735	0.47767857375019	0.642969764445974	0.957963407216694	0.663849026853962	0.96920089027517
Saccharimonadales	1.39371831811675	1.69870179751288	1.06660308915398	-0.338127199081026	5.01135978039508	-0.0508453847829596	0.471571909308359	0.564696925583287	0.952034778974794	0.592670977086706	0.964321443285854
Comamonas	-0.111384358379523	-0.184985293786102	-0.0394763275287584	0.312774677258006	4.48477197403896	0.0601200647401355	0.472686736393598	0.497394517668902	0.941967791979601	0.532568220157637	0.955837537840451
Capnocytophaga	3.14175966654413	2.89264320588546	3.37276404817872	0.624387277043494	5.3127214008121	0.0960018611286061	0.459308811377377	0.694438597211751	0.959453218728609	0.736285419113199	0.978635128847983
Akkermansia	-0.343971729306314	-0.580007458886348	-0.15575735900175	0.492366131184193	4.73548661083511	0.0895314951672098	0.446428577053929	0.460297036879776	0.940270478394836	0.50536582644995	0.953776782346602
Corynebacterium	1.40447379410035	1.22294286108854	1.52544117272327	0.336145918152305	5.33547581204705	0.0609234982573388	0.478794645062252	0.660683570997647	0.958783261973335	0.690467317242222	0.975393138544758
unclassified_Opitutaceae	-0.340353751925636	-0.484094334141752	-0.135624571629698	0.176920066887463	4.20202759037797	0.0456957734635787	0.477146044735372	0.497142275643366	0.939809716920717	0.490429951056893	0.951477640628818
Moraxella	0.143744350266638	-0.215093239326746	0.499010067997991	0.896061019605992	4.9338948045787	0.179210361625055	0.419642865705185	0.469756198413793	0.930276009404956	0.475913760525998	0.946109485145907
Cardiobacterium	0.0456845260187908	0.270407566415629	-0.147300519584195	-0.568196785581545	5.15050360413623	-0.0986353572283057	0.448160540544407	0.521662328969424	0.944893990208482	0.540884118323105	0.962180682913802
unclassified_Saprospiraceae	-0.180648097754078	0.205420997458164	-0.465788048148654	-0.656153703072829	4.13258329127431	-0.135167946406409	0.425223222225214	0.470353598450042	0.938441341724412	0.468362802710272	0.948932106203806
Brevundimonas	-0.422597824117295	-0.423461515745916	-0.422212558141599	0.0696757689390548	4.153031111434	0.0144340821367334	0.493303572123794	0.51644632908202	0.945659833933572	0.523828706937811	0.9550375266535
Aggregatibacter	-0.0277723891178292	0.147714603543614	-0.157074926844101	-0.515020801624475	5.29919727284043	-0.0866589776296864	0.450390194709794	0.530034092685408	0.941964583277034	0.489936810705414	0.952866107081612
unclassified_Candidatus_Peribacteria	-0.131214167402001	-0.403934673385164	0.163794227621625	0.86438235601092	4.46349866489542	0.169008864960847	0.419642865705185	0.463752798848555	0.928671529040117	0.482710695037328	0.944678779000803
Moheibacter	-0.431793010188434	-0.3430067329356	-0.484717588519276	-0.336202568139548	4.98900433008362	-0.0593448849507778	0.476562502438199	0.496648863851279	0.939755649067924	0.514640136072315	0.946535712273864
unclassified_Gammaproteobacteria_Incertae_Sedis	-0.479948886749967	-0.416240109993891	-0.52283035050203	-0.167030487373196	4.2214910052499	-0.0341713656587937	0.482142858998818	0.526306830376175	0.94415495317667	0.553517000690831	0.961704488822502
Kingella	-0.0979017666522388	0.0625207203516034	-0.245881038808391	-0.281464926414622	5.06136004886542	-0.0502039516767572	0.467112600968326	0.538955659936955	0.944125608397405	0.51550268220293	0.945006874883586
Lactococcus	-0.293269292705722	-0.585914860457174	0.030057203617436	0.717181888527133	4.40720785378953	0.137970223507537	0.431438134327327	0.426266351173994	0.927411144725356	0.461931341046023	0.940990203871258
Hydrogenophilus	-0.386221929280573	-0.345153797336806	-0.438048640273746	-0.336101732446835	4.70850583533643	-0.0551939650084882	0.469866074567913	0.523958696322019	0.939693197654971	0.538118312274891	0.951662309144602
Cytophaga	-0.448400638673678	-0.557690086723583	-0.368534680123248	0.187642575121844	4.26667827626469	0.0326488355651566	0.479910716374379	0.51238277727414	0.947646750956803	0.541633987465332	0.959943257874036
Stomatobaculum	0.242878052682634	-0.0147945938135958	0.470387068734405	0.416014601213661	4.59506863616281	0.084312101253261	0.460423638461441	0.510605510150659	0.947597389341581	0.570326017009555	0.964151794801306
unclassified_Proteobacteria	-0.394179521022414	-0.292384008970569	-0.477302735906831	-0.101177030168164	4.12504110701616	-0.0201267780129574	0.487723215560829	0.506490374279641	0.946607409397232	0.538050419127382	0.959397715201405
Saccharimonadaceae_TM7a	0.640948729339367	0.594671548677513	0.6797042387093	0.228265545311135	4.95483104274018	0.0449363847024747	0.480490525992461	0.621800878615287	0.953434755921203	0.67936532706514	0.971299927876368
unclassified_Bacteria	-0.176222475632162	-0.258176608884694	-0.103890974661998	0.244228888498744	4.10569939248499	0.0447759925632159	0.470982145879412	0.542663298105153	0.942406373208555	0.536990793603886	0.952174543641091
Bacteroides	-0.353701048007181	-0.48135671248566	-0.257144124725774	0.0801117944194818	5.04207864285141	0.0149825060124841	0.491638796852834	0.568227255599482	0.94270634835282	0.535537316427356	0.951715542615159
unclassified_Candidatus_Kaiserbacteria	-0.131986224551357	-0.0538581112325653	-0.200765587961555	-0.0415843887342682	4.26893320371415	-0.00916123668604541	0.494419643436463	0.537541151304261	0.946276591313375	0.558848930045641	0.960571742263631
Anaerococcus	-0.409975408677163	-0.626763284063172	-0.234357543340879	0.304237201840098	4.17221566214146	0.0680257277806132	0.469866074567913	0.451989261491485	0.933097598419272	0.469374825723533	0.946875081895281
Glutamicibacter	-0.465765800070002	-0.709272610670643	-0.325648791749452	0.349919986343642	4.28526764650474	0.0715814478005473	0.454241076218523	0.48950254145389	0.939629036897509	0.526413743323986	0.956750664125403
Mogibacterium	-0.0200557913756674	-0.0595432307095525	0.00654007455780992	0.0444872237367981	4.17163721527052	0.0121736754663173	0.4960981051979	0.553845974535757	0.948424467264024	0.569849077331819	0.960992086802252
unclassified_Sphingobacteriales_env.OPS_17	-0.469722446282511	-0.718158229879559	-0.241520981889787	0.593503160154669	4.57176490470579	0.10621577678349	0.434151792670052	0.509028617904686	0.935450913160819	0.507361289255613	0.936248144643111
unclassified_Lactobacillales	-0.262302365083635	-0.381964605521981	-0.155762272204444	0.429181546592425	4.83741487658591	0.0676128796785293	0.460423638461441	0.53781727395219	0.941844975481187	0.552114324459717	0.956561926537476
Gracilibacteria	-0.338908578935048	-0.549119456247666	-0.130086349497501	0.347360480012626	4.11929188500208	0.0654996384351893	0.460937504079636	0.517165819087489	0.944153374279224	0.521526851598281	0.962096659191896
Alcanivorax	-0.427145344216409	-0.339641726508215	-0.551857708609226	-0.266767601014638	4.29123652482781	-0.0532925007169577	0.473801563478923	0.492485300627938	0.941069194521199	0.502812675834425	0.955765747565469
unclassified_Sandaracinaceae	-0.421328011810158	-0.454827340684235	-0.386983261283781	-0.0814204916774752	4.34839690040826	-0.0152024499689147	0.492187500811145	0.488786378273018	0.941180775465033	0.476385239397845	0.944717373500602
Vulcaniibacterium	-0.38889987535958	-0.263005433545122	-0.495508384632858	-0.315779465492161	4.42386458290754	-0.0659930322262419	0.464882946798914	0.537255605875276	0.948609057966596	0.539946854649301	0.961424142973627
Bryobacter	-0.429551651066774	-0.566574382472038	-0.271237657117256	0.259923932339036	4.06295340742459	0.061523428346508	0.466517860634	0.500604402599223	0.941185317745935	0.496565631496687	0.950130537499505
unclassified_Spirosomaceae	-0.323092969425548	-0.392397744922158	-0.279599449568347	0.264655314345245	4.64493247411836	0.046944877743503	0.474330359814439	0.459819896589057	0.932994390926751	0.498563814336812	0.948300173781446
Simonsiella	-0.00388255454233377	0.734838587487862	-0.564315546119125	-1.71869149893269	5.16726936117887	-0.299237171790768	0.367187514832642	0.255232227874345	0.894727114770187	0.301599195188697	0.901285907576197
unclassified_Xanthomonadaceae	-0.34845202021442	-0.248908663280237	-0.452538624199807	-0.340406059253677	4.78586136679314	-0.0717176422767244	0.472098217191001	0.465772089924468	0.941358648416263	0.506910244836732	0.953477160564713
Stenotrophomonas	-0.434546786880476	-0.350340273904988	-0.484349493601318	-0.239945515707214	4.19337286346763	-0.0487990792815944	0.482142858998818	0.487670006018757	0.934199724627767	0.505078760929133	0.951365026467787
unclassified_Rhodospirillales	-0.228393371634328	0.144974503016468	-0.580859398767992	-0.848337398163404	4.26020105296504	-0.174417552169485	0.418060209389603	0.423102821636766	0.918470503001039	0.409964183177589	0.928507555379111
Alistipes	-0.434785274918487	-0.679179975911017	-0.263360406763861	0.405679217078833	4.23589754106954	0.0864679609932023	0.450390194709794	0.486231671334607	0.938749404564387	0.519368159594953	0.95105341017001
unclassified_Bacilli_RF39	-0.339282078415184	-0.160510897826915	-0.465317900833598	-0.493359902871917	4.50728073549621	-0.0929772341516731	0.446428577053929	0.495524855711329	0.940326265065872	0.511505742549262	0.944588854940886
Terrimonas	-0.463614821530574	-0.492818501481675	-0.436312381779703	0.0755748226191599	4.22773094010768	0.0139729512193703	0.491071429498521	0.499599739639614	0.938075664177879	0.512996284687893	0.952104672153608
unclassified_Xanthobacteraceae	-0.428285688657394	-0.707732176075714	-0.19213787516362	0.372173367455436	4.28812824125933	0.0728755154546075	0.462053575390276	0.475041978731796	0.930250847514245	0.487460853927611	0.938967693016893
unclassified_Chitinophagaceae	-0.464927683375943	-0.395978518218715	-0.515829418469047	-0.191899768070679	4.18331688972058	-0.0363835441263362	0.482142858998818	0.478524568447359	0.933834434608463	0.468566819531411	0.94520135594281
Novosphingobium	-0.330365254914391	-0.238049337072601	-0.391022296494263	-0.147945909596592	4.25924301191215	-0.0244417998294728	0.487723215560829	0.487123052334745	0.942715651142646	0.529415467006349	0.962321587158147
Weissella	-0.297023068101889	-0.227125091241876	-0.34861304163219	-0.341835196841851	4.34233746819786	-0.0737931120904506	0.45982143276912	0.503189044786922	0.935556021274696	0.514718580574694	0.945710080760552
unclassified_Chitinophagales_37-13	-0.419310710951657	-0.65074973232937	-0.229041116792984	0.552765943387095	4.2844622429454	0.104546392911698	0.444816059297581	0.471254457964687	0.941834671196912	0.469431311444811	0.948734421254714
Bdellovibrio	-0.421667458699547	-0.612990680756456	-0.223853704457802	0.349643082060462	4.08852064393611	0.0628148583907669	0.462053575390276	0.440877470304744	0.932842678472669	0.493322255818255	0.947481747937189
Legionella	-0.290740233558838	-0.280590822813996	-0.305394211397448	0.0863044942233087	4.03728721722034	0.0166916064333571	0.489955358185924	0.481663843637714	0.933612014170601	0.517341853024296	0.951616138599217
unclassified_Sphingomonadaceae	-0.381556192910862	-0.308617321155865	-0.504926887193458	-0.218771005255091	4.4295493669871	-0.0340961978615956	0.481605353078283	0.48996549841659	0.935773593711717	0.481680255181147	0.947964712108729
Peredibacter	-0.294229263207122	-0.555610253725419	-0.0562062428047412	0.497603414498601	4.35900214689419	0.0967152512561615	0.438616077897803	0.483852406774825	0.935600240294693	0.458145563763526	0.943147041393812
unclassified_Candidatus_Amesbacteria	-0.377897935827191	-0.326597736777081	-0.408912021133492	-0.0621140547115075	4.22399132734968	-0.011827499824377	0.489955358185924	0.485012383465076	0.934284136745591	0.511813363828921	0.956785621252648
Chryseobacterium	-0.310222578302759	-0.362764358694776	-0.279151045232787	0.0458654518596351	4.40503664677004	0.00958073715218281	0.494983278111607	0.544256510373615	0.939212473513039	0.560764952544797	0.954090982963175
unclassified_Enterobacteriaceae	-0.452638291915205	-0.637391219329262	-0.267740453040011	0.426042655623449	4.12709924432817	0.0898406051377118	0.448660719671578	0.494908109303198	0.935397259779235	0.517010191906971	0.952797042643948
Rhizorhapis	-0.415945511702698	-0.611574195850039	-0.273025331328912	0.284975853359962	4.20369654967874	0.0690393038238243	0.461538465545632	0.529193974239271	0.948610726744759	0.533796081835243	0.95958863508578
unclassified_Parcubacteria	0.0585746741457438	0.191798465174719	-0.0718865407089719	-0.227897265899394	4.39368943950817	-0.0393700097802213	0.479910716374379	0.531238871580097	0.941650250966052	0.530077649674905	0.95689325592171
unclassified_Micavibrionales	-0.389781033970023	-0.626600554211728	-0.115838822673845	0.374525358457291	4.06466025521991	0.0820111812049167	0.457589290148473	0.490711937765978	0.935737605938897	0.495389908889724	0.942915774914397
Kapabacteriales	-0.496391604987951	-0.598488218292503	-0.360556418177406	0.303862371388408	4.50745328625152	0.0572344488413475	0.472686736393598	0.435600776131893	0.932500964049069	0.46224675872633	0.951270884465899
Micrococcus	-0.290461921538975	-0.530780141195644	-0.0899365046321714	0.492727280936401	4.30343145705456	0.0947620565404795	0.447544648362669	0.483716580410617	0.929292941156772	0.487334273341056	0.941615752337319
Fimbriimonadaceae	-0.418674645603531	-0.276684921051021	-0.506344888095572	-0.300365014988119	4.2642865541162	-0.0589928065125661	0.467112600968326	0.460884109611239	0.934008220447904	0.482167151181031	0.944404614071355
unclassified_Candidatus_Woesebacteria	-0.456021410600224	-0.682438595219834	-0.247897597602718	0.447542765862702	4.18649063554464	0.092857529546792	0.45819398429344	0.455812023423403	0.932288383592301	0.490626789288534	0.940618950984245
Oscillospiraceae_UCG-002	-0.467134560634285	-0.658560836753238	-0.282181855731383	0.398329417327886	4.59489918065558	0.07332619411282	0.457589290148473	0.506889350328224	0.938337997843456	0.520446609018332	0.946606554548298
Algoriphagus	-0.389357156132822	-0.367036733445297	-0.413326596315403	-0.105625620530973	4.67342894603296	-0.0155135393369343	0.489955358185924	0.509183168459911	0.939513206712575	0.535749456712992	0.961504742230049
unclassified_Rhizobiaceae	-0.46225322130021	-0.395532738282926	-0.505386851297887	-0.281726566183711	4.09403260445989	-0.0584958763851565	0.471571909308359	0.482689836717158	0.932689642042207	0.489477413157456	0.947457778681115
Cloacibacterium	-0.364857398479708	-0.365077870403762	-0.364857398479708	-0.0994781550186152	4.17930534546432	-0.0191875708251302	0.489409142680442	0.497899882658256	0.941019307802451	0.515499764415178	0.952604061594754
unclassified_Lachnospiraceae	-0.322895855381936	-0.315682618682154	-0.335249353605865	-0.0529492286816691	4.44543414176098	-0.00853436826292036	0.49553571474915	0.500279556120005	0.945143047225423	0.531045959325979	0.955933402731203
Methylobacterium-Methylorubrum	-0.166850821908913	0.186868154348518	-0.500831461669323	-0.650275503585346	4.18987061912321	-0.124987334445022	0.4308035787515	0.437914770542049	0.936116139335831	0.449502215535249	0.944722489882756
unclassified_Oligoflexia_0319-6G20	-0.0740261175249213	-0.204176963148845	0.046357180697763	0.033751424597015	4.28401705544543	0.00578739367371647	0.49665178606185	0.517846520962942	0.943832680525222	0.529393352805451	0.954667951600424
Catonella	0.101091371017401	0.616018553823041	-0.172282108846246	-0.915055568727524	4.58357661100139	-0.171219246180045	0.402452630346654	0.432689240932798	0.908184611962867	0.421291861809034	0.917791506567391
Nitrosarchaeum	-0.388599901229078	-0.531577256311779	-0.279398094375425	0.340977654293948	4.51927350918223	0.06036236141008	0.46875000325651	0.518036901127556	0.93351739188713	0.518407215703294	0.943728698638421
Pseudoxanthomonas	-0.303755455514115	-0.198553492608817	-0.40569528010445	-0.405967333785785	4.56272630762927	-0.0765067224338034	0.464285718011913	0.502364140018574	0.936158819213769	0.539779397205852	0.945800112620517
unclassified_Moraxellaceae	-0.455157107133054	-0.359755723830697	-0.517298256783095	-0.219259877733525	4.19054372948231	-0.0448018204186199	0.475446431126281	0.469074844627406	0.938174285633741	0.508630860008592	0.951567889685484
Nitrospira	-0.446406232894319	-0.410037026357375	-0.480230061263098	-0.142966844056232	4.10404675718402	-0.0252601836609055	0.485491072935885	0.520217049215752	0.935401630736676	0.503084301395054	0.944471322378311
unclassified_Burkholderiales_TRA3-20	-0.262386252030312	-0.35519592524861	-0.186857020923317	0.0592309584555224	4.21222048223698	0.0145382565126595	0.489955358185924	0.51104434198054	0.944545570125135	0.516054544268543	0.954224690130298
Parvimonas	-0.37370437897577	-0.309170010362797	-0.430875607664105	-0.0998327547789746	4.35771603072871	-0.0234639058801193	0.488294315594293	0.474717764818713	0.937969001435978	0.51441378473345	0.955133873127432
Sediminibacterium	-0.442751091575282	-0.663276819853598	-0.237519478917702	0.497965641013927	4.28902357371624	0.102672483725786	0.453734675959053	0.445769891079842	0.923760279286291	0.459052837702236	0.938095924916057
Terrimicrobium	-0.396902535830899	-0.175593378785884	-0.551875673740423	-0.373165416417441	4.15528249714778	-0.0753126408701988	0.457079157209636	0.45605636750561	0.928535149893257	0.492579678136938	0.945076811866663
Proteiniphilum	-0.271320952537714	-0.190399483436357	-0.35802181337192	-0.341262781616511	4.48296607820692	-0.0580689083606566	0.466517860634	0.520085791395515	0.941475384661171	0.506080672307895	0.958455352980724
unclassified_Gammaproteobacteria_JG36-GS-52	-0.49078109358963	-0.680431376311357	-0.270777898855187	0.466307771826083	4.38800372984602	0.0787099538036476	0.45647321883835	0.479600247519669	0.944501536690936	0.50643178201276	0.958347088234665
unclassified_Chlamydiaceae	-0.441238586411429	-0.553595466741431	-0.378617724212265	0.0951789965597705	4.36558136291545	0.0245022059811792	0.492187500811145	0.488726037346966	0.945660635591548	0.516421386990973	0.951053464540545
Niabella	-0.359691420469578	-0.370439649725795	-0.355072923243038	-0.268610753249071	4.79160643033831	-0.0434199133032362	0.475446431126281	0.527482870514102	0.945192778114082	0.541655729958808	0.963649066046805
Bacillus	-0.316539969596327	-0.482159426855919	-0.213686652693539	0.345640695095446	4.44920552400482	0.0686856179061456	0.454241076218523	0.484205738601381	0.940048929959774	0.480904943716222	0.957710538045664
Tepidimonas	-0.414184295844134	-0.431283258191919	-0.379449962419318	-0.00293882400316203	4.68692968358549	-0.00103388851507971	0.49944258645684	0.544518357804509	0.938142579553903	0.518804921745783	0.948678943447887
Brachybacterium	-0.127998460180009	-0.462299005172579	0.126917785907223	0.603061372756586	4.35257549251482	0.124278744974321	0.428093653089565	0.493690470703523	0.939540161262026	0.477209891356351	0.949174855776802
Methanobrevibacter	-0.470382560987377	-0.708057051003864	-0.289174393729493	0.466651621237437	4.59148446391096	0.0866403008386405	0.452619848875814	0.454203896684555	0.934776542694187	0.483719143556447	0.947176833260862
