"","Df","SumOfSqs","R2","F","Pr(>F)"
"breastfeeding",1,0.202133054414932,0.0614063509540255,1.63559467444835,0.148
"Residual",25,3.08959575334743,0.938593649045974,NA,NA
"Total",26,3.29172880776236,1,NA,NA
