"","Df","SumOfSqs","R2","F","Pr(>F)"
"breastfeeding",1,0.262232631553315,0.079872163524498,2.17013767973926,0.077
"Residual",25,3.02092159867965,0.920127836475502,NA,NA
"Total",26,3.28315423023296,1,NA,NA
