Feature ID	domain	phylum	class	order	family	genus	species
e1c536e5773f37480631b08be65bbb66	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
849a03c94808ab57a1cd23511c163fc1	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
9080cd4a19a9ec31e3cbd8e8e768babf	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
1b5aaafc0740aa5bcb581ba319e21c84	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
b54c000559304b05e23111a632f32347	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
d03f1a9991a0a6ba9671b7a8d0c93350	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
c1bd0a82de67665596c6bd69241976c0	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
7b3909674b52c0897bb3d7b2f0674dc8	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
b822f90335c7f15e372879cb1b9e40b6	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
dc031c64fc54dc3e809400f5edf1e573	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
a62f3f510f726788aea3a08746c3bb53	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
322f5f23e29712c6618b2a3203783582	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
3a0314927d59309ad52f67ddab32f034	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
49805d222182e6c973b047bb2d75bf20	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified_Nitrososphaeraceae	unclassified_Nitrososphaeraceae
82e20809d121d111cbf4a4bf76f423e7	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	unclassified_Nitrosotaleaceae	unclassified_Nitrosotaleaceae
a7bf53e5a7593127fb9a04337a9953f0	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	unclassified_Methanobacteriaceae	unclassified_Methanobacteriaceae
5c3f15d45f5aaf966ab30d9fc85bf0a5	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
38802b379cd430ee550000bd2fc3bc25	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
a4ce085396c0e05282351f4f20f544b6	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
63e37c5bbd8782c760426391d6e20edc	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
