Feature ID	domain	phylum	class	order	family	genus	species
8217d966a5b28daf706162e0346ab138	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
9bb0e0e926646f4788f0d7ed0424a5cc	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
6f72da14522d3b39d5f530eb9a86e26b	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
693ea9d6848ffca2f8c7af7bcbc26727	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
b377d8e437f49f0b2abce1f2ad036c8f	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
cb42bb4821249ac864067ac87d1c1512	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
b5f215f4d82856ab33f8f91fbf9df115	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
9f17e7919ffe101790f4fa9a7508e898	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
5e710932f8a5336660629f3881b3f24c	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
f347d20294343dcfda69b962ce5aa4a8	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
72e60bc8b272f44964497c18a6aef24b	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
662ef7283ff2db829e376dabd46f419f	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
7d7145a6a14ff0bd670818b64beff78c	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter_arboriphilus
b65bd5d3978d2955f695c561e67b5d6a	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter_arboriphilus
9b07ab5b9b1d0f2d86b876876b52082f	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter_arboriphilus
c69d8067abea6711e8250c84a7591c55	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter_arboriphilus
731f054ed9cecd6cef7dcbb0f2043d73	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter_arboriphilus
d2221abd1260e5a8b5e04aa6df7c6d81	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter_boviskoreani
ebe080b7c7b644244ec0f62466117b1a	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter_boviskoreani
f1f852049ccfcfad0db2754f0e6ae827	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter_smithii
2c264a96d3aeff9de253910d6f2c18b0	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter_smithii
aff9bbb465673ea12f3459b2fd415511	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter_smithii
ef0bee21bfbe54c86c861176d36b90dd	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter_smithii
fe8bf78517bb56fcfa5ab59dba6ead5d	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter_smithii
bc29605ee2f490499f5eb3a724b29a91	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
4f25b22f135c7e4d76e2d71532dfbb70	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
a069ae9c495b1950732366cfbcc43f87	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
70d83b15ead2d4397afdf8d376a05c54	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
8e3d717f0bd08b8b56daa08d62a61a0f	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
da2934f0d85a2292866e5ab6b3b014c3	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
1c1be1bb6c8fdb0b042244226c2fe72f	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
f7500ebc691fa20be450e035682cad83	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
12a23ad25dd5576aac8e99fd86529608	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
57934101472b58131c9466e0149c50f2	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
9f842d2b1f42932db75c6fbbf92ea372	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
0341e1b946047f6b2cc5a0eaa6af1add	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
2091572403e53d9221b1dc50831e5d8e	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
08be90dad190311ed21b97c171a3fbff	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	unclassified_Methanosphaera
5ea5857a254ce8fd1c59ca5b08569a80	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermobacteriaceae	Methanothermobacter	unclassified_Methanothermobacter
40fde8576598cbabf9d0c198482e9c80	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	unclassified_Methanocorpusculum
c32340a12c24f61c09088e92c19a86aa	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	unclassified_Methanocorpusculum
fb7690a10940756640fe95820b4e59db	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	unclassified_Methanocorpusculum
7db3265c0a351820693f53d31a868067	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	unclassified_Methanoculleus
fc874a8e9c11011936cf574f5ff358dd	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	unclassified_Methanoculleus
9529b7f1ea51aac204ead64df990328f	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	unclassified_Methanoregula
1a485ce1b746605ce55729e99b838e74	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	unclassified_Methanoregula
c213ce14728d0efd485e7c964fd15421	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	unclassified_Methanospirillum
57578795c04037f578295a3e2b768b36	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	Iainarchaeales	Candidatus_Iainarchaeum	unclassified_Candidatus_Iainarchaeum
c66d3aaed94961ac58ccd272ba321117	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	Iainarchaeales	Candidatus_Iainarchaeum	unclassified_Candidatus_Iainarchaeum
14052fa8ed2780607a5e992c22f6c77e	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	Iainarchaeales	Candidatus_Iainarchaeum	unclassified_Candidatus_Iainarchaeum
8bf05172819841b98c661aa76a68429a	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	Iainarchaeales	Candidatus_Iainarchaeum	Diapherotrites_archaeon
732be8e7e69de7a390a718005e8679a5	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeales_CG1-02-32-21	unclassified_Micrarchaeales_CG1-02-32-21	unclassified_Micrarchaeales_CG1-02-32-21
7505e93ef39c9cfeb320047ff39eb53d	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeales_CG1-02-32-21	unclassified_Micrarchaeales_CG1-02-32-21	unclassified_Micrarchaeales_CG1-02-32-21
468ef974e3905a911ddd3151d5118206	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
3316f1e3da866c01787e87448a7c56e3	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
53f009dcc3bf75d379c49b73d989fbe5	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
89256c804260bf293817739d2127bb5a	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
9f09cf216e07c07131f1f04098082ac2	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
896c89dddc34642a0d7b5dfa4a4ac19d	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
755f2576202e46914bb56b153338271a	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
ed7f9f7f0e32fcea7e6f07201b8ef7b6	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
d62d9ab5d8a79496c25a8e108b092acf	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
279a95216ecadf6bfbd4ad54b6e7dce6	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
df3b5a0a3def26f4b20657385072f94c	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
f5bd4d5c8756745ba4cc88d8de077c2d	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
5681c2f930f3cab17289c1bca3cdcaed	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
06c638a4d1cf3928e683eb288172f0b8	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
5c4223a00ceb9fbdc3765f86a2285d4c	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
58bd0f0f595477b7939d15c1d301b686	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
1432a17d9761cd1fde02957254bb4760	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
ae39a7b7b3d61e3083237fd1f9761eda	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
3eb5b0086c9e82677141bc01e27cc8af	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
8368d10db59b9d2b7cfd2fa1488c7256	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
bcd2f06329329bcaa52091d342da034a	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
56526a8c07c67814e0c926a8a09ab0bb	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
44cc4403e02894589766db3cf356e673	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
0f0450bd8a1df0cfedee98ec2a2a835f	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
bb6054618465156af5648aa998f17e8b	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
