Feature ID	Taxon old	domain	phylum	class	order	family	genus	species
13845860dcaa5b34a4e685a21f5faf57	"d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter"	Archaea	 Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
13fdf22b1f944d1e62cbd00c6d7c0b20	"d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter"	Archaea	 Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
d446caf232e389d9fa534bda53fba5b9	"d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter"	Archaea	 Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
21a718c8b08e8e544e723377ccf7ce4c	"d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter"	Archaea	 Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
e217ea7bfc72ec12e4fb05d77354aa64	"d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter"	Archaea	 Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
50b5bdf3f2a20bc491eeb95053f6591c	"d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter"	Archaea	 Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
de84e7802c0e1d24fb52c6c3bdae0f8d	"d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter"	Archaea	 Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
2ee1d5eca5844a44b7f1704e81851d5d	"d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter"	Archaea	 Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
febcc95d8ae389a4e780b0c556c83f50	"d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter"	Archaea	 Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
a428d1d9a183400f9bd58600fbdf90cc	"d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter"	Archaea	 Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter
