SampleID	stool	Unknown
A_i12_M10	0.0	0.0
A_i21_M10	0.0	0.0
A_i22_M10	0.0	0.0
A_i19_M10	0.0	0.0
A_i01_M10	0.0	0.0
A_i26_M10	0.0	0.0
A_i04_M10	0.0	0.0
A_i07_M10	0.0	0.0
A_i18_M10	0.0	0.0
A_i06_M10	0.0	0.0
A_i32_M10	0.0	0.0
A_i23_M10	0.0	0.0
A_i14_M10	0.0	0.0
A_i15_M10	0.0	0.0
A_i27_M10	0.0	0.0
A_i09_M10	0.0	0.0
