featureid	rab.all	rab.win.n	rab.win.x	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Gemella	2.09373022732583	-0.00645347600834523	2.34358430445692	2.46564324164857	4.5612755199854	0.46564090255325	0.265625679004813	0.315102429931491	0.780512471199423	0.266803075396825	0.816071527473499
Romboutsia	-1.03102098526513	0.375128941659553	-1.18282373598782	-2.07261647207801	4.43494457386688	-0.422753708358807	0.326425311992643	0.436785406391477	0.777780988120695	0.43060802045177	0.827676511347568
Hungatella	-1.19607822302807	0.49870920296024	-1.3056890657888	-2.74540607909499	5.94956732345504	-0.461318220357678	0.305699993864858	0.448034438289227	0.811500711387404	0.420773237179487	0.82563663071472
[Clostridium]_innocuum_group	-1.09457599877681	-1.54961192011649	-1.02784235683392	0.847478617660715	4.61685092041815	0.151838980480157	0.419689303598504	0.496460464332604	0.816940427415483	0.553037240537241	0.889674117500991
Rothia	3.75785128637508	4.35759979451714	3.54384422257017	-0.586267362787255	5.10538025177763	-0.11711161334073	0.427083501745963	0.453541664210004	0.833339506809488	0.739111149267399	0.947485261704801
Corynebacterium	0.190903891790793	-1.27960476379228	0.404879072952646	1.47659878388974	4.23577901256811	0.312714497380583	0.316062652070532	0.40776806895302	0.767366971715334	0.395804716117216	0.818378787578977
Anaerococcus	-0.862974676863403	-1.27571959349411	-0.799404455355311	0.519789967063539	4.59397147487162	0.100152577822938	0.432291822583124	0.500045020618471	0.835340926410014	0.534149877899878	0.892027776502119
Phascolarctobacterium	-1.16840562415358	-1.23874961915166	-1.14725525632919	0.240373103277456	4.05743883886858	0.0436923572974558	0.47395839236168	0.487267947672893	0.808069546310302	0.559433188339438	0.891548951226351
unclassified_Pasteurellaceae	-0.452037263841056	-1.67827785644158	-0.283229479038375	1.48497462386098	4.52702243259656	0.285683638431315	0.367875965442486	0.419047440684472	0.768435506442738	0.471296932234432	0.845790928457096
Eggerthella	-0.58037787956366	-1.27346002195744	-0.501498521714311	1.37131894495901	4.19883252795392	0.268975240793989	0.39062525967192	0.488964804639747	0.811122687773495	0.51675538003663	0.877715889299706
Granulicatella	-1.19209132314908	-1.29352515918242	-1.18600778967117	-0.211403627479837	4.09738485506023	-0.059514423453474	0.471502654635049	0.502735137948783	0.801364672258379	0.543488629426129	0.875657508547264
[Ruminococcus]_torques_group	-1.1859548268788	-1.47919191673389	-1.14773855056766	0.0562186824932267	4.08260812249595	0.0102354214186028	0.494791678441589	0.52454997826167	0.814051915057884	0.559452266483517	0.879555514683297
Actinobaculum	-1.13568236741612	-1.25200171123533	-1.1183953120618	-0.130840125925358	4.84422888255976	-0.028619846152044	0.484375035355462	0.49175735920798	0.811319283750231	0.543679410866911	0.898623496774768
unclassified_Enterobacterales	-1.20741485107147	-1.58833158125926	-1.1786256682232	0.580480944108569	4.99234896331483	0.0889388708200038	0.440414642995582	0.479063863522242	0.786670765024552	0.504020718864469	0.879711066616225
Blautia	-1.11494175046493	-1.37748197001196	-1.08703765561943	0.308627801773707	4.11989428801289	0.0522079992479622	0.468750070918891	0.506194119357022	0.814318211246719	0.542506105006105	0.893687524650378
Actinomyces	0.371166242417929	-0.423571318565586	0.443420673949233	0.776962997523045	5.22390845942932	0.145551581946928	0.440414642995582	0.577885393630244	0.873471388640533	0.621246375152625	0.918317856623585
Finegoldia	0.37897635056232	-0.510018914228743	0.516054873700512	1.56138608937728	5.26791427490866	0.265849850455632	0.357513300310963	0.423606084838066	0.792516265192138	0.501531021062271	0.88347082740489
Collinsella	-0.782214746066812	0.363130859305944	-0.854148120880129	-1.37425289110696	4.85622831860409	-0.198022798845273	0.393782632277474	0.555622932370117	0.830242472495742	0.54389403998779	0.904177513271394
Ruminococcaceae_UBA1819	-1.11706394103846	-1.39281526383479	-1.08702334959508	0.750234604415189	4.05165444021883	0.150082507871956	0.427083501745963	0.516557376936326	0.83243924493665	0.556733630952381	0.899093234408383
Negativicoccus	-0.739691348721184	-1.19789449894957	-0.684254571215074	0.718949103848542	4.48216855523048	0.149129709395324	0.424870638281578	0.476808820931947	0.821695084051745	0.517594818376068	0.886756685829602
Fusobacterium	-1.35563299140909	-1.90833464155833	-1.31089304186456	0.375945599024448	4.24965092130686	0.0617188343121587	0.471502654635049	0.494236796947957	0.812103864529443	0.538146749084249	0.889825998748708
Varibaculum	-1.08818888474293	-1.52008560900134	-1.026974135383	0.493467219002699	4.47541306110873	0.085696499970549	0.435233307989157	0.500827170771584	0.816505461619451	0.531502785409035	0.881970803323291
Peptoniphilus	-0.542572508195858	-0.35880728043705	-0.566025002554789	0.316083448853523	4.57773948322656	0.0518616616339133	0.468750070918891	0.513516542538182	0.824885795524119	0.561722565628816	0.90805650457256
Coprobacter	-1.13286642468126	-1.6533506297469	-1.09118803239629	0.575282845624844	4.55639347821188	0.0913282605049053	0.442708464566388	0.54826805741754	0.83010390471957	0.57596440018315	0.890342809381506
Dolosigranulum	-0.515844440940218	-1.34916237232293	-0.395251563508675	0.759505138117993	4.71458132088876	0.152920665423759	0.41666686042708	0.420412362762027	0.77163415210236	0.454851572039072	0.840404319349713
Atopobium	-1.2060167034997	-1.45647340130783	-1.17100157169573	-0.128815083860625	4.3483718735328	-0.0215960612561724	0.497409332220818	0.497725055795881	0.808035982499253	0.52775393009768	0.89744753702666
unclassified_Yersiniaceae	-1.16041494279617	-1.33915730403265	-1.13740719779115	0.394747834699513	4.16529971382216	0.0568413015125508	0.453125106902353	0.52522940509352	0.81534060400395	0.565418956043956	0.897506749611308
Prevotella	-1.13860737841503	-1.52481076568725	-1.09686950522316	0.67374143240693	4.14931691240958	0.156341281937727	0.41666686042708	0.522606340331199	0.816487311963542	0.536463102869353	0.890120242681725
unclassified_Bacteria	-1.30018410674355	-0.398751056314258	-1.39895134758174	-0.989398131561792	4.17838900197757	-0.195626469555225	0.406250219647385	0.426043196136889	0.722982505625272	0.477616567460317	0.861555351460871
Hafnia-Obesumbacterium	-1.25444801891402	-1.4246588051356	-1.23440689647998	0.359341595385574	4.29533124827935	0.0738243637158308	0.463541749522704	0.451597838857442	0.781251865659979	0.494309943528694	0.883890085171384
Scardovia	-0.863098262937402	-1.42981616388385	-0.81770798357275	0.549333620148185	4.76247077316002	0.122789920935316	0.44791678569462	0.473015778262891	0.779656466081414	0.508804563492063	0.879761827263396
Megamonas	-1.27387067522811	-1.39003668931966	-1.26065032715092	0.405444004526367	4.48561358827568	0.0877325002498787	0.453125106902353	0.458269573971659	0.798612364897441	0.520823794261294	0.884730363001444
Dermabacter	-1.0205356326204	-1.30069852033259	-0.985029292423919	0.330476593937136	4.25556112521001	0.0583175474216418	0.466321319211998	0.487196010131957	0.808582986584341	0.549979967948718	0.887435651517934
Trabulsiella	-1.14441556960442	-1.46870041473432	-1.12556177045444	0.370871242133311	4.4850172277837	0.0729954064484588	0.455958648521652	0.475891930365447	0.811888809464065	0.504373664529915	0.887395620443516
Serratia	-1.25614708041201	0.230543786298229	-1.44741643640821	-2.05008535729122	4.39665754147885	-0.411036633826291	0.347150636268329	0.396401800513701	0.738627085822942	0.400569482600733	0.801922038186322
Cutibacterium	-0.592185184156786	-1.71416095486321	-0.458772354138688	0.997061252916042	4.34109024972778	0.172490972063986	0.395833579489825	0.482879921782839	0.797845809674694	0.486578525641026	0.834560498364891
unclassified_Bifidobacteriaceae	-1.00987667606827	-1.22413235646358	-0.975715688418983	-0.00969329665690744	4.12199240957598	-0.00569314766923719	0.497409332220818	0.496367695741091	0.804100631905474	0.545797084859585	0.897282938207044
Saccharimonadales	-1.28702378839492	-1.39051239895489	-1.2664419887499	0.0328919294291037	4.02376959265526	0.00577109200208132	0.492227996666188	0.535268676243588	0.829933545071646	0.574581234737485	0.896356695515492
Sneathia	-1.16693521462158	-1.14338264541547	-1.16749209665281	0.162674670368225	4.2625441097431	0.0293050120411721	0.484375035355462	0.510417759852062	0.816104638719575	0.542391636141636	0.891435396148007
