SampleID	stool	Unknown
A_i30_M03	0.0	1.0
A_i09_M03	0.0	1.0
A_i24_M03	0.0	1.0
A_i27_M03	0.0	1.0
A_i02_M03	0.0	1.0
A_i31_M03	0.0	1.0
A_i20_M03	0.0	1.0
A_i07_M03	0.0	1.0
A_i11_M03	0.0	1.0
A_i29_M03	0.0	1.0
A_i04_M03	0.0	1.0
A_i05_M03	0.0	1.0
A_i32_M03	0.0	1.0
A_i28_M03	0.0	1.0
A_i18_M03	0.0	1.0
A_i22_M03	0.0	1.0
A_i16_M03	0.0	1.0
