"","Df","SumOfSqs","R2","F","Pr(>F)"
"breastfeeding",1,0.47350423582996,0.071704120883717,1.85382585436818,0.048
"Residual",24,6.13008046745152,0.928295879116283,NA,NA
"Total",25,6.60358470328148,1,NA,NA
