"","Df","SumOfSqs","R2","F","Pr(>F)"
"breastfeeding",1,0.295269601223453,0.0428729152323412,1.2542134117926,0.182
"Residual",28,6.5918198262927,0.957127084767659,NA,NA
"Total",29,6.88708942751616,1,NA,NA
